cow,dudder_cl,dtnf_lb_cl,dtnf_lf_cl,dtnf_rf_cl,dtnf_rb_cl,all_cl_x,dim,dtnf_udder_dim_cl,dtnf_lf_dim_cl,dtnf_lb_dim_cl,dtnf_rf_dim_cl,dtnf_rb_dim_cl,dtnf_all_dim_cl,dudder_7d_x,dtnf_lb_7d_x,dtnf_lf_7d_x,dtnf_rf_7d_x,dtnf_rb_7d_x,all_7d_x,dtnf_udder_dim_7d_x,dtnf_lf_dim_7d_x,dtnf_lb_dim_7d_x,dtnf_rf_dim_7d_x,dtnf_rb_dim_7d_x,dtnf_all_dim_7d_x,vudder_cl,vtnf_lb_cl,vtnf_lf_cl,vtnf_rf_cl,vtnf_rb_cl,all_cl_y,visits_cl,vtnf_udder_nv_cl,vtnf_lf_nv_cl,vtnf_lb_nv_cl,vtnf_rf_nv_cl,vtnf_rb_nv_cl,vtnf_all_nv_cl,dudder_7d_y,dtnf_lb_7d_y,dtnf_lf_7d_y,dtnf_rf_7d_y,dtnf_rb_7d_y,all_7d_y,dtnf_udder_dim_7d_y,dtnf_lf_dim_7d_y,dtnf_lb_dim_7d_y,dtnf_rf_dim_7d_y,dtnf_rb_dim_7d_y,dtnf_all_dim_7d_y
1216,5,0,2,1,2,0.0,293,1.7064846416382253,0.6825938566552902,0.0,0.3412969283276451,0.6825938566552902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.285714285714285,0.0,0.0,0.0,14.285714285714285,0.0,0,0.0,2.0,1.0,2.0,0.0,730,0.0,0.273972602739726,0.0,0.136986301369863,0.273972602739726,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.285714285714285,0.0,0.0,0.0,14.285714285714285,0.0
1219,10,6,0,1,4,0.0,306,3.2679738562091507,0.0,1.9607843137254901,0.32679738562091504,1.3071895424836601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,0.0,1.0,4.0,0.0,699,0.0,0.0,1.0014306151645207,0.14306151645207438,0.5722460658082975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,11,3,2,0,6,0.0,312,3.5256410256410255,0.641025641025641,0.9615384615384616,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,0.0,6.0,0.0,1108,0.0,0.18050541516245489,0.2707581227436823,0.0,0.5415162454873645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,3,0,0,2,1,0.0,303,0.9900990099009901,0.0,0.0,0.6600660066006601,0.33003300330033003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,1.0,0.0,726,0.0,0.0,0.0,0.27548209366391185,0.13774104683195593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,7,3,3,2,0,0.0,312,2.2435897435897436,0.9615384615384616,0.9615384615384616,0.641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,2.0,0.0,0.0,926,0.0,0.32397408207343414,0.32397408207343414,0.21598272138228944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,2,2,0,1,0,0.0,185,1.0810810810810811,0.0,1.0810810810810811,0.5405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,1.0,0.0,0.0,571,0.0,0.0,0.3502626970227671,0.17513134851138354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,6,3,1,1,2,0.0,291,2.0618556701030926,0.3436426116838488,1.0309278350515463,0.3436426116838488,0.6872852233676976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,1.0,2.0,0.0,749,0.0,0.13351134846461948,0.4005340453938585,0.13351134846461948,0.26702269692923897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,0,0,0,0,0,0.0,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,0,0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,1,1,0,1,0,0.0,203,0.49261083743842365,0.0,0.49261083743842365,0.49261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,512,0.0,0.0,0.1953125,0.1953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,6,1,1,2,3,0.0,311,1.929260450160772,0.3215434083601286,0.3215434083601286,0.6430868167202572,0.964630225080386,0.0,1.0,0.0,1.0,1.0,0.0,0.0,14.285714285714285,14.285714285714285,0.0,14.285714285714285,0.0,0.0,0,1.0,1.0,2.0,3.0,0.0,729,0.0,0.1371742112482853,0.1371742112482853,0.2743484224965706,0.411522633744856,0.0,1.0,0.0,1.0,1.0,0.0,0.0,14.285714285714285,14.285714285714285,0.0,14.285714285714285,0.0,0.0
1240,3,2,0,1,0,0.0,231,1.2987012987012987,0.0,0.8658008658008658,0.4329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,1.0,0.0,0.0,787,0.0,0.0,0.25412960609911056,0.12706480304955528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,0,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,6,2,1,2,1,0.0,246,2.4390243902439024,0.40650406504065045,0.8130081300813009,0.8130081300813009,0.40650406504065045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,2.0,1.0,0.0,595,0.0,0.16806722689075632,0.33613445378151263,0.33613445378151263,0.16806722689075632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,0,0,0,0,0,0.0,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,5,2,1,0,2,0.0,267,1.8726591760299627,0.37453183520599254,0.7490636704119851,0.0,0.7490636704119851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,2.0,0.0,654,0.0,0.1529051987767584,0.3058103975535168,0.0,0.3058103975535168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,1,1,0,0,0,0.0,248,0.4032258064516129,0.0,0.4032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,862,0.0,0.0,0.11600928074245939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,3,1,0,2,0,0.0,200,1.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,0.0,406,0.0,0.0,0.24630541871921183,0.49261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,5,2,1,2,0,0.0,271,1.8450184501845017,0.36900369003690037,0.7380073800738007,0.7380073800738007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,2.0,0.0,0.0,642,0.0,0.1557632398753894,0.3115264797507788,0.3115264797507788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,1,0,0,0,1,0.0,186,0.5376344086021506,0.0,0.0,0.0,0.5376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,435,0.0,0.0,0.0,0.0,0.22988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,4,1,1,2,0,0.0,250,1.6,0.4,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,2.0,0.0,0.0,668,0.0,0.14970059880239522,0.14970059880239522,0.29940119760479045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,7,1,4,1,3,0.0,141,4.964539007092199,2.8368794326241136,0.7092198581560284,0.7092198581560284,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,4.0,1.0,3.0,0.0,424,0.0,0.9433962264150944,0.2358490566037736,0.2358490566037736,0.7075471698113208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,85,51,3,6,65,0.0,112,75.89285714285714,2.6785714285714284,45.535714285714285,5.357142857142857,58.03571428571429,0.0,7.0,6.0,1.0,1.0,5.0,0.0,100.0,14.285714285714285,85.71428571428571,14.285714285714285,71.42857142857143,0.0,0,65.0,3.0,6.0,99.0,0.0,299,0.0,1.0033444816053512,21.73913043478261,2.0066889632107023,33.11036789297659,0.0,7.0,6.0,1.0,1.0,5.0,0.0,100.0,14.285714285714285,85.71428571428571,14.285714285714285,71.42857142857143,0.0
1263,1,1,0,0,0,0.0,184,0.5434782608695652,0.0,0.5434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,597,0.0,0.0,0.16750418760469013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,3,1,2,1,1,0.0,258,1.1627906976744187,0.7751937984496124,0.3875968992248062,0.3875968992248062,0.3875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,1.0,1.0,0.0,699,0.0,0.28612303290414876,0.14306151645207438,0.14306151645207438,0.14306151645207438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,3,2,0,1,0,0.0,222,1.3513513513513513,0.0,0.9009009009009009,0.45045045045045046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,1.0,0.0,0.0,572,0.0,0.0,0.34965034965034963,0.17482517482517482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,6,2,1,2,1,1.0,264,2.272727272727273,0.3787878787878788,0.7575757575757576,0.7575757575757576,0.3787878787878788,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,2.0,1.0,1.0,666,0.0,0.15015015015015015,0.3003003003003003,0.3003003003003003,0.15015015015015015,0.15015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,0,0,0,0,0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,6,6,0,0,1,0.0,156,3.8461538461538463,0.0,3.8461538461538463,0.0,0.641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,0.0,1.0,0.0,361,0.0,0.0,1.662049861495845,0.0,0.2770083102493075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,0,0,0,0,0,0.0,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,13,2,2,2,9,0.0,169,7.6923076923076925,1.183431952662722,1.183431952662722,1.183431952662722,5.325443786982249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,2.0,10.0,0.0,472,0.0,0.423728813559322,0.6355932203389831,0.423728813559322,2.11864406779661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,2,1,0,0,1,0.0,206,0.9708737864077669,0.0,0.48543689320388345,0.0,0.48543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,544,0.0,0.0,0.1838235294117647,0.0,0.1838235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,1,1,0,0,0,0.0,104,0.9615384615384616,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,299,0.0,0.0,0.33444816053511706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,0,0,0,0,0,0.0,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,0,0,0,0,0,0.0,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,0,0,0,0,0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,0,0,0,0,0,0.0,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,1,0,1,1,1,0.0,72,1.3888888888888888,1.3888888888888888,0.0,1.3888888888888888,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,253,0.0,0.3952569169960474,0.0,0.3952569169960474,0.3952569169960474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,6,3,0,2,1,0.0,175,3.428571428571429,0.0,1.7142857142857144,1.1428571428571428,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,2.0,1.0,0.0,600,0.0,0.0,0.5,0.33333333333333337,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,4,2,2,0,0,0.0,167,2.3952095808383236,1.1976047904191618,1.1976047904191618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,0.0,477,0.0,0.41928721174004197,0.41928721174004197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,0,0,0,0,0,0.0,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,5,2,0,2,1,0.0,61,8.19672131147541,0.0,3.278688524590164,3.278688524590164,1.639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,1.0,0.0,150,0.0,0.0,1.3333333333333335,1.3333333333333335,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,1,0,1,0,0,0.0,125,0.8,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,417,0.0,0.2398081534772182,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0
1292,18,9,4,5,3,1.0,461,3.9045553145336225,0.8676789587852495,1.9522776572668112,1.0845986984815619,0.6507592190889371,0.21691973969631237,,,,,,,,,,,,,0,9.0,4.0,5.0,3.0,1.0,850,0.0,0.4705882352941176,1.0588235294117647,0.5882352941176471,0.35294117647058826,0.1176470588235294,,,,,,,,,,,,
1293,2,0,1,0,1,1.0,166,1.2048192771084338,0.6024096385542169,0.0,0.0,0.6024096385542169,0.6024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,456,0.0,0.21929824561403508,0.0,0.0,0.21929824561403508,0.21929824561403508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,6,1,1,5,0,0.0,107,5.607476635514018,0.9345794392523363,0.9345794392523363,4.672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,8.0,0.0,0.0,271,0.0,0.36900369003690037,0.36900369003690037,2.952029520295203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,2,0,0,0,2,0.0,141,1.4184397163120568,0.0,0.0,0.0,1.4184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,377,0.0,0.0,0.0,0.0,0.5305039787798408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,2,0,1,0,1,0.0,119,1.680672268907563,0.8403361344537815,0.0,0.0,0.8403361344537815,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,341,0.0,0.2932551319648094,0.0,0.0,0.2932551319648094,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0
1304,7,2,1,2,2,2.0,369,1.8970189701897018,0.27100271002710025,0.5420054200542005,0.5420054200542005,0.5420054200542005,0.5420054200542005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,2.0,2.0,2.0,814,0.0,0.12285012285012285,0.2457002457002457,0.2457002457002457,0.2457002457002457,0.2457002457002457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,2,1,0,1,0,0.0,90,2.2222222222222223,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,247,0.0,0.0,0.4048582995951417,0.4048582995951417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,45,15,15,5,23,3.0,270,16.666666666666664,5.555555555555555,5.555555555555555,1.8518518518518516,8.518518518518519,1.1111111111111112,,,,,,,,,,,,,0,17.0,18.0,5.0,24.0,3.0,765,0.0,2.3529411764705883,2.2222222222222223,0.6535947712418301,3.1372549019607843,0.39215686274509803,,,,,,,,,,,,
1308,8,2,2,3,1,0.0,364,2.197802197802198,0.5494505494505495,0.5494505494505495,0.8241758241758242,0.27472527472527475,0.0,,,,,,,,,,,,,0,2.0,2.0,3.0,1.0,0.0,798,0.0,0.2506265664160401,0.2506265664160401,0.37593984962406013,0.12531328320802004,0.0,,,,,,,,,,,,
1311,5,2,1,1,1,1.0,381,1.3123359580052494,0.26246719160104987,0.5249343832020997,0.26246719160104987,0.26246719160104987,0.26246719160104987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,1.0,1.0,1.0,903,0.0,0.11074197120708748,0.22148394241417496,0.11074197120708748,0.11074197120708748,0.11074197120708748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,2,1,1,1,1,0.0,52,3.8461538461538463,1.9230769230769231,1.9230769230769231,1.9230769230769231,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,161,0.0,0.6211180124223602,0.6211180124223602,0.6211180124223602,0.6211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,0,0,0,0,0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,15,4,4,2,6,0.0,245,6.122448979591836,1.6326530612244898,1.6326530612244898,0.8163265306122449,2.4489795918367347,0.0,,,,,,,,,,,,,0,4.0,4.0,2.0,6.0,0.0,603,0.0,0.6633499170812603,0.6633499170812603,0.33167495854063017,0.9950248756218906,0.0,,,,,,,,,,,,
1319,3,0,0,3,0,0.0,30,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,75,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,12,3,5,1,7,0.0,414,2.898550724637681,1.2077294685990339,0.7246376811594203,0.24154589371980675,1.6908212560386473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,5.0,1.0,7.0,0.0,886,0.0,0.5643340857787811,0.33860045146726864,0.1128668171557562,0.7900677200902935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,6,3,0,1,3,0.0,81,7.4074074074074066,0.0,3.7037037037037033,1.2345679012345678,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,1.0,3.0,0.0,218,0.0,0.0,1.3761467889908259,0.45871559633027525,1.3761467889908259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,3,1,0,0,2,1.0,351,0.8547008547008548,0.0,0.2849002849002849,0.0,0.5698005698005698,0.2849002849002849,,,,,,,,,,,,,0,1.0,0.0,0.0,2.0,1.0,784,0.0,0.0,0.12755102040816327,0.0,0.25510204081632654,0.12755102040816327,,,,,,,,,,,,
1323,1,0,0,0,1,0.0,65,1.5384615384615385,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,155,0.0,0.0,0.0,0.0,0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,4,1,1,2,0,0.0,221,1.809954751131222,0.4524886877828055,0.4524886877828055,0.904977375565611,0.0,0.0,,,,,,,,,,,,,0,1.0,1.0,2.0,0.0,0.0,524,0.0,0.19083969465648853,0.19083969465648853,0.38167938931297707,0.0,0.0,,,,,,,,,,,,
1325,4,0,0,1,3,0.0,85,4.705882352941177,0.0,0.0,1.1764705882352942,3.5294117647058822,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.285714285714285,0.0,0.0,14.285714285714285,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0,225,0.0,0.0,0.0,0.4444444444444444,1.3333333333333335,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.285714285714285,0.0,0.0,14.285714285714285,0.0,0.0
