cow,peak_flow_lf_cl,peak_flow_lb_cl,peak_flow_rf_cl,peak_flow_rb_cl,dim,peak_flow_lf_7d,peak_flow_lb_7d,peak_flow_rf_7d,peak_flow_rb_7d
1373,1.2064202334630352,1.273774319066148,1.4084824902723736,1.2205447470817121,223,,,,
1374,1.652756183745583,2.329469964664311,1.5845936395759717,0.0,256,1.6600000000000001,2.34,1.4800000000000002,
1375,1.4296774193548387,1.0272811059907834,1.318064516129032,1.5697695852534561,271,,,,
1376,1.727719298245614,1.5577543859649123,1.880140350877193,1.4364912280701756,277,1.8359999999999999,1.6512,1.7856,1.416
1377,1.9003347280334728,1.569121338912134,2.0389958158995816,1.5605857740585776,271,,,,
1378,1.6480813953488374,1.781511627906977,1.8965406976744186,1.6393604651162792,273,,,,
1380,1.909804400977995,1.9378239608801957,2.0202689486552567,1.746601466992665,301,1.9,2.0085714285714285,1.9114285714285715,1.6542857142857144
1382,1.9854233409610984,2.1319221967963387,2.1757894736842105,2.0018993135011445,306,2.49,2.43,2.4000000000000004,2.34
1385,1.439422150882825,1.403884430176565,1.5351524879614766,1.6883788121990368,249,1.52,1.4433333333333334,1.34,1.6933333333333334
1388,1.3753076923076923,1.485051282051282,1.5132307692307692,1.4347692307692306,305,1.8,1.8,1.92,1.8
1389,1.5630016863406409,0.8499156829679595,1.443743676222597,1.0873861720067453,312,1.76,0.6699999999999999,1.32,1.08
1391,1.6884401114206127,1.2673537604456826,1.9696378830083565,1.647409470752089,256,1.812,1.404,1.9920000000000002,1.791
1395,1.2028260869565217,1.1570652173913045,0.675,1.2679347826086955,184,1.3643478260869564,1.2834782608695652,,1.445217391304348
1396,0.7999999999999999,1.8587939698492464,1.9942713567839194,1.7025125628140703,223,,2.076,1.887,1.572
1397,2.138633720930233,2.0232558139534884,2.1846802325581396,1.923139534883721,249,2.2085714285714286,2.045714285714286,2.1142857142857143,1.8685714285714288
1398,1.3421856287425151,1.8090718562874253,1.4170958083832335,1.6869161676646705,258,1.4178947368421053,1.86,1.44,1.7747368421052632
1399,1.2924393723252496,1.2238801711840228,1.3342082738944365,1.0804279600570614,254,1.3389473684210527,1.1936842105263157,1.294736842105263,1.02
1400,1.566974358974359,1.2196923076923076,1.8861538461538463,1.4923076923076923,231,1.677142857142857,1.1942857142857142,1.9571428571428573,1.4342857142857144
1401,2.389795275590551,1.5353385826771655,2.3836535433070862,2.055023622047244,252,2.84,1.8833333333333333,2.34,1.9966666666666666
1404,2.0569989506820567,2.243231899265478,2.2541238195173134,2.323252885624344,256,2.174,2.3160000000000003,2.202,2.352
1405,0.06,1.7714736842105263,1.5635789473684212,1.233157894736842,166,,2.0945454545454543,1.7018181818181817,1.330909090909091
1406,2.0961359570661897,1.8576386404293381,1.8178175313059033,1.7251878354203936,212,1.9500000000000002,1.7033333333333334,1.9300000000000002,1.3166666666666667
1407,1.4510139860139861,1.4838461538461538,1.487097902097902,1.4105244755244755,215,1.4021052631578947,1.4526315789473685,1.4052631578947368,1.4810526315789474
1409,1.2716842105263158,1.3913684210526316,1.1431578947368422,1.5070526315789474,180,1.3056,1.524,1.3008000000000002,1.6272
1410,1.01188679245283,1.633490566037736,1.120754716981132,0.54,253,1.1266666666666667,1.7333333333333334,1.14,
1412,1.2256826568265684,0.824169741697417,1.3939483394833947,0.9397416974169741,201,1.44,0.8364705882352941,1.588235294117647,1.0694117647058823
1414,1.6867132867132868,1.3287272727272728,1.94206993006993,1.6366153846153848,267,1.9028571428571428,1.5299999999999998,1.9457142857142855,1.9585714285714284
1417,1.654548387096774,1.380967741935484,1.7561612903225805,0.12,223,1.9771428571428573,1.5485714285714287,1.8942857142857144,
1418,2.1534586466165417,2.1029323308270675,2.1545864661654135,1.8818796992481202,121,2.4,2.2694117647058825,2.2023529411764704,1.8423529411764705
1419,1.7052222222222224,1.4973333333333332,1.7181111111111111,1.351,235,1.8642857142857143,1.5685714285714287,1.7100000000000002,1.3285714285714287
1422,1.2472455089820358,1.8455988023952095,2.2599700598802395,1.920179640718563,251,1.0575,2.00625,2.25375,2.00625
1423,1.8819209039548022,1.6279096045197738,1.687909604519774,1.7990960451977402,195,2.0940000000000003,1.6949999999999998,1.764,1.8690000000000002
1424,1.4350929368029741,1.1897397769516729,1.2753903345724906,1.282081784386617,179,1.6090909090909091,1.1209090909090909,1.3963636363636363,1.497272727272727
1425,0.9598525798525799,0.9539557739557739,0.9773955773955775,1.163882063882064,147,1.0566666666666666,1.0433333333333334,1.0166666666666666,1.37
1427,1.815223880597015,2.284925373134328,1.5188059701492538,1.743134328358209,56,1.944,2.428,1.636,1.824
1429,1.3206174957118353,1.4500857632933104,1.5196569468267582,1.1189022298456262,203,1.5,1.7314285714285713,1.7142857142857142,1.3199999999999998
1430,0.9785185185185186,1.1436625514403291,1.217283950617284,1.1320987654320989,184,1.19,1.2166666666666666,1.4066666666666667,1.0666666666666667
1432,1.3639024390243901,1.350731707317073,1.6902439024390243,1.3860975609756099,92,1.431,1.4309999999999998,1.857,1.443
1433,1.384792013311148,1.4468885191347753,1.3485524126455908,1.3080199667221297,195,1.5685714285714285,1.6257142857142857,1.2914285714285714,1.3771428571428572
1434,1.605974025974026,1.3864935064935064,1.6564935064935065,1.4051948051948053,196,1.8599999999999999,1.412,1.8279999999999998,1.568
1435,1.7686803519061585,1.8045747800586511,1.6199999999999999,1.2841055718475074,130,1.8057142857142858,1.7885714285714287,1.5514285714285714,1.34
1436,1.6208376963350786,1.5677486910994765,1.5968586387434556,1.3386387434554974,206,1.6472727272727274,1.579090909090909,1.5763636363636364,1.2954545454545454
1437,1.1872980501392758,1.368467966573816,1.2818941504178272,1.3482451253481893,159,1.3387499999999999,1.47,1.34625,1.4625
1440,,1.3556929637526653,0.9153518123667378,1.2982515991471215,149,,1.533,1.002,1.3439999999999999
1442,1.641844660194175,1.2431067961165048,1.4335922330097086,1.6157766990291262,165,1.5410526315789475,1.1842105263157894,1.4210526315789473,1.6421052631578947
1443,1.1204395604395605,0.930989010989011,1.1327472527472529,0.9901098901098901,114,1.1021052631578947,0.9315789473684211,1.0389473684210526,0.994736842105263
1447,1.4497986577181208,1.0738255033557047,1.4401342281879195,1.175302013422819,162,1.5875000000000001,1.045,1.1624999999999999,1.0250000000000001
1449,2.3430594900849857,2.0603966005665724,2.056657223796034,1.6183002832861189,131,2.4833333333333334,2.31,2.0433333333333334,1.7766666666666666
1451,1.7171794871794872,1.4464102564102563,1.8021794871794872,1.454102564102564,147,1.7481818181818183,1.5981818181818184,2.0481818181818183,1.5327272727272727
1453,1.9702702702702704,1.9241698841698842,2.0891119691119693,1.7122007722007722,93,2.0295652173913044,1.9930434782608697,1.9460869565217391,1.711304347826087
1454,1.231037037037037,0.9737777777777779,1.2244444444444444,0.9699259259259259,109,1.2,0.9869999999999999,1.335,0.9179999999999999
1455,1.915639534883721,2.0093023255813955,,1.9850581395348839,137,1.971818181818182,1.9663636363636363,,2.0318181818181817
1456,1.1366585956416464,1.2944309927360775,1.3669249394673122,1.2361743341404359,131,1.1347826086956523,1.432173913043478,1.3565217391304347,1.2521739130434784
1457,1.7216666666666667,1.3527777777777776,1.4566666666666666,1.3933333333333333,38,1.86,1.567826086956522,1.4686956521739132,1.4686956521739132
1458,1.9500000000000002,1.7497674418604652,1.9493023255813955,1.811627906976744,52,,1.8675,1.86,1.7675
1460,0.8792307692307693,0.9344055944055945,0.9885314685314684,0.9574125874125874,107,0.8947826086956521,1.0069565217391305,0.9182608695652175,0.991304347826087
1461,1.5211607142857144,1.7290178571428572,1.3746428571428573,1.3829464285714284,74,1.653,1.7850000000000001,1.482,1.473
1462,2.8317073170731706,2.262439024390244,2.746829268292683,2.0707317073170732,18,2.71,2.3066666666666666,2.7133333333333334,2.016666666666667
1463,1.386442953020134,1.6204026845637585,1.2108724832214763,1.2970469798657718,72,1.424,1.7280000000000002,1.144,1.34
1465,1.1853435114503816,1.0344274809160305,1.1065648854961834,1.0786259541984733,107,1.0527272727272727,1.0963636363636364,1.1672727272727272,1.0772727272727272
1468,1.3,1.1683870967741936,1.1519354838709677,1.094516129032258,78,1.38,1.2266666666666666,1.1733333333333333,1.1233333333333333
1470,1.985689655172414,1.9825862068965516,1.909137931034483,1.5367241379310344,39,1.875,1.9842857142857144,1.8171428571428572,1.5064285714285715
1471,1.8574358974358973,1.534871794871795,1.4917948717948717,1.8897435897435897,45,1.8208695652173914,1.5156521739130435,1.3982608695652172,1.833913043478261
1472,1.1380263157894737,0.8889473684210527,1.029078947368421,0.9023684210526316,61,1.1033333333333333,0.9033333333333334,1.02,0.7633333333333333
1473,1.3095652173913044,1.9891304347826086,1.3734782608695653,1.8456521739130436,21,1.26,1.9575,1.31625,1.76625
1474,1.7796825396825398,1.4682539682539681,1.4942857142857144,1.3307936507936509,73,1.842,1.524,1.488,1.4220000000000002
1475,2.321707317073171,1.9404878048780487,2.0685365853658535,2.2199999999999998,39,2.4525,1.9837500000000001,2.1225,2.31375
1476,1.1271910112359549,0.8548314606741573,1.0146067415730338,0.883820224719101,34,1.165,0.8450000000000001,0.93,0.8650000000000001
1477,0.54,1.0329473684210526,1.2401052631578948,0.9186315789473684,72,,1.1914285714285715,1.3914285714285715,0.9742857142857143
1478,1.5799115044247787,1.7349557522123895,1.891858407079646,1.454867256637168,72,1.7295652173913043,1.8678260869565217,2.013913043478261,1.5730434782608695
1479,1.2044444444444444,1.3866666666666667,1.3133333333333335,1.1777777777777778,4,1.2314285714285715,1.397142857142857,1.302857142857143,1.1971428571428573
1480,0.9621052631578947,1.3347368421052632,0.9768421052631578,0.9631578947368421,27,0.9079999999999999,1.356,0.92,0.984
1483,2.0255172413793106,1.9779310344827585,2.2386206896551726,1.6924137931034482,24,1.9875,1.9400000000000002,2.2150000000000003,1.6675000000000002
1484,1.725,1.38,1.515,1.395,1,1.41,1.0499999999999998,1.32,1.35
1485,0.920625,1.0303125,1.0725,1.14,22,0.8525,1.0475,1.0775,1.1275
1486,1.6656140350877193,2.1347368421052635,1.7221052631578948,2.473684210526316,64,1.6881818181818182,2.266363636363636,1.9854545454545454,2.5118181818181817
1487,1.21125,1.5871875,1.224375,1.2834375,25,1.1199999999999999,1.5514285714285714,1.2342857142857144,1.2428571428571429
1489,2.0533333333333332,1.7533333333333334,1.8266666666666669,1.6533333333333333,8,2.036,1.732,1.772,1.608
1495,1.9004347826086956,1.3591304347826088,1.8821739130434783,1.4686956521739132,21,1.845,1.275,1.8525,1.3387499999999999
1501,1.6827906976744187,1.7399999999999998,1.855813953488372,1.5348837209302326,21,1.74,1.8857142857142857,1.9628571428571429,1.5214285714285716
1503,1.74,1.028,1.832,0.988,7,1.6984615384615387,1.0015384615384615,1.8276923076923077,0.9923076923076923
1504,0.9975,1.0775,1.085,1.0225,12,1.0371428571428571,1.0842857142857143,1.032857142857143,0.99
1507,0.972,0.6225,1.2719999999999998,1.392,7,0.9784615384615385,0.6225,1.26,1.3846153846153846
1511,1.8085714285714285,1.8085714285714285,1.6542857142857144,1.5942857142857143,3,1.6919999999999997,1.716,1.56,1.512
