cow,lp_group,variable,median,min,max,mean,count
1116,l,lf_ecc,0.6037895049834816,0.502967605245931,0.634868153513638,0.5805417545810169,3
1116,l,lf_vol,0.7034528780393651,0.3678243492805032,1.14472265605897,0.7386666277929462,3
1116,l,lf_vol2,0.698166092134425,0.3844538853960982,1.1389548976943928,0.7405249584083053,3
1116,l,rb_area,0.0422913007113154,0.0288417110365291,0.0480775376151419,0.039736849787662135,3
1116,l,rb_circ,2.1540171809123796e-05,2.0834446333460457e-05,3.10069706597539e-05,2.4460529600779385e-05,3
1116,l,rb_ecc,0.6342555121480079,0.3694943261303307,0.7157270380827344,0.5731589587870244,3
1116,l,rb_vol,0.4686398012976623,0.3291899038014028,0.5254101669678737,0.44107995735564626,3
1116,l,rb_vol2,0.4710953572592273,0.3244134694934635,0.5050425111852342,0.433517112645975,3
1116,l,rf_area,0.0445688084315558,0.0303716821414928,0.0624025277029827,0.04578100609201043,3
1116,l,rf_circ,8.134138695367445e-06,7.700750028259573e-06,1.4880612017552654e-05,1.0238500247059892e-05,3
1116,l,rf_ecc,0.607287099127592,0.4307675362690781,0.6250091735853635,0.5543546029940112,3
1116,l,rf_vol,0.627869848005695,0.2797047367924559,1.274448843395964,0.7273411427313716,3
1116,l,rf_vol2,0.6361944668449097,0.2608583419723118,1.2642467696622817,0.720433192826501,3
1116,l,udder_circ,0.7439281827164264,0.7372619318429804,0.7467257788902638,0.7426386311498901,3
1116,l,udder_ecc,0.4625171045674294,0.3919075831924293,0.52768395586347,0.4607028812077762,3
1116,l,volume,2.360302421467659,1.5146651819010528,3.928249165363412,2.6010722562440414,3
1116,l,volume2,2.326008071618542,1.4763105751139671,3.880902049363956,2.5610735653654886,3
1127,p,area,0.2043109634661351,0.1913137753607174,0.2154943177187057,0.20312796207497233,14
1127,p,back_eu,0.054801672952376854,0.0469580499123952,0.2232413368888306,0.10699068829399684,14
1127,p,back_geo,0.10194256734536064,0.0880873409635214,0.2525679631036163,0.1373603948930629,14
1127,p,front_eu,0.15134993405189195,0.1306030831909577,0.1843336424246932,0.15161065788950362,14
1127,p,front_geo,0.25464391613002924,0.2471867579880044,0.2576147749788657,0.254175529532307,14
1127,p,lb_area,0.03887424537084335,0.0245229444250786,0.0468031177220083,0.03658389183997164,14
1127,p,lb_circ,5.257551450724484e-05,3.443824272516776e-05,6.247798750442866e-05,4.991920497744575e-05,14
1127,p,lb_ecc,0.5525445359951358,0.4626911530545601,0.6800015131944739,0.5592932037389241,14
1127,p,lb_vol,0.7089450814683054,0.3833260334981374,0.9345709404072924,0.7292649538102014,14
1127,p,lb_vol2,0.7129591696430714,0.3881833977737359,0.9186971775170566,0.7290598947300991,14
1127,p,lf_area,0.0976587717448508,0.0835694767392437,0.1094750289944344,0.09726766194809335,14
