cow,variable,std,mean,cv,std_fg,mean_fg,cv_fg,feature
981,rb,33.43656042468017,481.26479817248776,0.06947643075423175,74.18042873865525,452.9936419474065,0.16375600421179368,peri
981,rf,20.805513339014272,686.3649071628887,0.030312612317279632,89.68239156698219,622.1261083342469,0.1441546824117514,peri
981,udder,6.820344907537424,1059.4256269090888,0.006437776030995227,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1003,lb,20.766018348723314,595.8357941859889,0.03485191482511244,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1003,lf,,,,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1003,rb,19.376565262270265,549.2110703285072,0.035280725952374366,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1003,rf,10.786459541526046,659.7764146317601,0.01634865888248866,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1003,udder,10.907169892738505,1077.942265116015,0.01011851028177711,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1023,lb,13.062673481323133,509.3543124814295,0.025645553912531927,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1023,lf,13.352310381095299,529.0327823167905,0.025239098270284113,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1023,rb,31.60617191964096,512.8044892913717,0.061633961050763277,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1023,rf,17.834480401125745,571.600706727265,0.031200941830947272,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1023,udder,10.860455941446912,1005.6218047265827,0.010799741901379861,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1039,lb,52.729858598941426,475.0699266895811,0.11099388876576063,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1039,lf,123.69055440266082,822.6620104584604,0.15035403705311426,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1039,rb,51.07982173507243,428.4686084823383,0.11921485197247061,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1039,rf,124.1172416675406,695.3622003300892,0.17849293736217184,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1039,udder,11.50191140842638,1166.8787994855588,0.009856988929353435,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1040,lb,21.228855955417426,637.3979802075984,0.03330549611798779,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1040,lf,24.772109495797523,757.9013567688307,0.032685136758969176,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1040,rb,24.55450564436376,710.0409846675223,0.03458181453548269,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1040,rf,23.258324470421172,710.113924140461,0.03275294805488233,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1040,udder,9.345805836847548,1343.0305812639333,0.0069587438791245985,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1057,lb,22.386835027807976,543.6075394193526,0.041181980389234825,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1057,lf,86.4365243495888,708.2776105645976,0.12203763476398279,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1057,rb,25.94215262443977,564.988124280296,0.045916279492575,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1057,rf,62.21289245349608,767.6542001044829,0.08104286076338603,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1057,udder,16.42362527225473,1260.8408633541,0.013025930352990349,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1061,lb,25.531536909744656,462.3330125253908,0.05522326162755356,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1061,lf,52.91829730669292,712.9204040561483,0.07422749721513816,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1061,rb,,,,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1061,rf,16.426345835734033,634.0634520254275,0.025906470059522207,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1061,udder,15.038637390847786,1056.8397314116505,0.01422981833845351,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1074,lb,14.717220265854259,475.921529228084,0.030923627871436498,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1074,lf,8.184563658093955,687.96971762705,0.011896691741497298,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1074,rb,18.782877779370455,487.88362532503726,0.038498684531289504,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1074,rf,21.546756545390195,568.9268019698919,0.03787263400280177,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1074,udder,8.304401304975952,1030.672050385521,0.008057268363753247,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1081,lb,10.200492775689671,469.3877490832504,0.02173148488773301,78.55436072813903,459.9684122331248,0.17078207685341118,peri
