cow,lp_group,area,back_eu,back_geo,front_eu,front_geo,lb_area,lb_circ,lb_ecc,lb_vol,lb_vol2,lf_area,lf_circ,lf_ecc,lf_vol,lf_vol2,rb_area,rb_circ,rb_ecc,rb_vol,rb_vol2,rf_area,rf_circ,rf_ecc,rf_vol,rf_vol2,udder_circ,udder_ecc,volume,volume2,farmname,robotside,filename,directory,date,time,size,computer,begin_time,end_time,yield,device_name,conductivity_lf,conductivity_lr,conductivity_rf,conductivity_rr,mean_flow_lf,mean_flow_lr,mean_flow_rf,mean_flow_rr,yield_lf,yield_lr,yield_rf,yield_rr,occ(*1000_cells/ml),peak_flow_lf,peak_flow_lr,peak_flow_rf,peak_flow_rr,interval,quarters_num,num_videos,birth_date,age_in_days,last_calving_date,days_in_milk,lactation_number,total_kick-offs_last_7d,peak_occ_current_lactation,latest_lifetime_daily_yield,total_lifetime_yield,type,avg._occ_last_9_milkings,avg._flow_last_7_days,avg._yield_per_milking_last_7d,total_yield_in_lactation,peak_yield,peak_yield_day,peak_occ_current_lactation.1
861,l,0.1831201498955858,0.2222370385915048,0.2511180008463081,0.3451484251410137,0.3276837131696749,0.0305918992684293,7.238805259630773e-05,0.7087972765271605,0.4336666789484089,0.4083797095373742,0.051151784386434,1.5024421188957674e-05,0.8055033639765248,1.439228393623068,1.4017519511804166,0.0458907115206334,2.3281687239233907e-05,0.3951496396757264,0.8473182214481243,0.8208469090983141,0.0630571441647424,9.783220875067852e-06,0.4259894881151946,1.4086767218713394,1.4194625825802871,0.7706274050700515,0.4620425247058118,4.099665322191747,4.0761622460071285,laufenberg,left,861_20231117_122436.bag,videos_2,20231117,12:24:58,2470477934,guilherme,11/17/2023 12:24 PM,12:32 PM,41.4,VMS_1,4.25,4.29,4.79,4.36,2.65,3.04,2.65,3.57,6.83,11.62,11.71,11.24,57.0,3.7,4.37,3.57,4.76,09:43:08,4.0,1,10/18/2017,2222,6/8/2023,163.0,4,1.0,977.0,43.6,96845.0,Tank,58.0,10.05,28.89,18027.07,131.23,47.0,977.0
868,l,0.2026102056756784,0.1503870206590312,0.1651402887262015,0.1281738209833627,0.236662314822963,0.035421109200417,7.750101314823253e-05,0.8502786521491695,0.6675115773812512,0.646469363131891,0.0460176333927911,2.190284650349372e-05,0.6811065959656674,1.0540127269069826,1.0019904498465677,0.0520755543130264,1.566816953607256e-05,0.6646878772913742,1.477330772943123,1.45415767181696,0.0619233298137093,1.1695534643299815e-05,0.4051426210879609,1.6009496273491737,1.578147459544298,0.7872539023443994,0.6142875954584847,4.835404542960773,4.647008181690272,laufenberg,left,868_20231117_142436.bag,videos_2,20231117,14:25:00,2540177981,guilherme,11/17/2023 2:24 PM,2:29 PM,23.9,VMS_1,4.25,4.22,4.33,4.16,3.7,3.17,3.31,2.91,6.11,6.19,4.78,6.81,34.0,4.89,3.97,4.63,4.1,04:16:23,4.0,1,11/3/2017,2206,9/18/2023,61.0,4,0.0,317.0,49.6,109444.0,Tank,40.0,13.06,43.06,7497.11,,,317.0
915,l,0.2065933173878291,0.0535901244544608,0.1019031179412953,0.1570214067616669,0.2621699124704384,0.0294162731470965,8.217540011717846e-05,0.7300834981637723,0.4736742739342205,0.426384600979324,0.0705826025915822,1.2418394000605454e-05,0.8532232485783531,1.6533223057540425,1.5765106117869228,0.0295967457302801,4.4827598609189645e-05,0.4662165108595631,0.712618808994443,0.7582333111881139,0.0797453820165815,6.498361058391164e-06,0.6708152599851868,1.8409239788565717,1.802357902611968,0.755408097406734,0.5618168213278187,4.707679419952538,4.598327017019512,laufenberg,left,915_20231117_123346.bag,videos_2,20231117,12:34:26,4795543083,guilherme,11/17/2023 12:33 PM,12:43 PM,47.02,VMS_1,4.85,4.96,4.93,5.3,2.25,3.57,2.91,3.31,8.47,14.44,9.61,14.51,402.0,3.31,5.03,3.57,4.5,10:36:52,4.0,1,2/5/2018,2112,3/16/2023,247.0,4,0.0,4551.0,50.5,106682.0,Tank,616.0,11.72,38.6,28706.06,140.71,55.0,4551.0
922,l,0.1909504435025019,0.122140555765253,0.1537285436932091,0.1893845437345617,0.2581370347823544,0.0410404021545845,2.4985010061825487e-05,0.7201629860413461,1.0436124645960358,1.0408477138149894,0.0743395213695285,1.3607538121388538e-05,0.7991491759146742,2.059192216992451,2.0181123206592577,0.0328556274520194,3.223241342758175e-05,0.9040712399109024,0.6477445792178255,0.6427162254399212,0.0560269524936328,1.185596319572949e-05,0.5953337644838139,1.3567890156797775,1.321156122818004,0.794133696543513,0.7403997378628975,4.959730115378546,4.906067819353147,laufenberg,left,922_20231117_141213.bag,videos_2,20231117,14:12:34,2395836032,guilherme,11/17/2023 2:12 PM,2:17 PM,35.85,VMS_2,4.32,4.46,4.38,4.26,3.84,3.7,3.17,3.7,8.93,8.33,9.15,9.44,11.0,5.16,4.89,4.37,4.89,07:53:59,4.0,1,2/13/2018,2104,5/20/2023,182.0,4,1.0,1131.0,50.8,106889.0,Tank,20.0,13.76,43.7,19811.65,127.5,40.0,1131.0
924,l,0.2041735557710407,0.1022175499597067,0.1356055649231556,0.2203343977376038,0.2904067166591302,0.0167557422668856,5.873037312075016e-05,0.6384489613427367,0.1919813203928686,0.1974252053442497,0.0763372102404608,6.595133070393762e-06,0.7717508251928596,2.012223817986734,1.8957815707495065,0.0160159286656753,5.136051856994406e-05,0.4112525165846093,0.1292880227772091,0.1302614086918462,0.0911180292016378,6.6490040718426015e-06,0.7788872186541471,1.747082715060102,1.72961782885051,0.7568308639926652,0.4332809597939126,4.069340390298912,3.9433787626376153,laufenberg,left,924_20231117_131101.bag,videos_2,20231117,13:11:26,2560142172,guilherme,11/17/2023 1:10 PM,1:19 PM,41.76,VMS_1,4.18,4.42,4.13,4.16,2.38,2.38,2.91,2.12,13.34,7.23,13.51,7.67,254.0,3.31,3.31,3.7,3.04,07:49:30,4.0,1,2/18/2018,2099,8/21/2023,89.0,4,0.0,2511.0,53.2,111600.0,Tank,185.0,9.77,37.25,11144.94,,,2511.0
929,l,0.2099048605116786,0.1550567389343033,0.1722541779202143,0.2333949866289211,0.2689534802544966,0.0268442907077734,7.649351832371736e-05,0.8055481531018793,0.7729650835038402,0.8563418459662923,0.0704948816697934,1.0188447337135316e-05,0.8270206473296534,1.967370259930732,1.970095134950976,0.0425043419217453,2.646452795688047e-05,0.6704119041207418,1.256877490368933,1.2559429022807247,0.0874545744727584,7.335200582654108e-06,0.7502299581631152,2.454080021137933,2.3627263319591947,0.7897866422947414,0.6979415219591932,5.977675739337415,5.9594075789388485,laufenberg,left,929_20231117_151607.bag,videos_2,20231117,15:16:24,2084394122,guilherme,11/17/2023 3:15 PM,3:24 PM,46.08,VMS_2,4.45,4.53,4.85,4.6,2.51,1.98,2.91,2.51,13.03,10.69,10.23,12.13,782.0,3.57,2.91,4.1,3.44,09:00:13,4.0,1,3/5/2018,2084,11/3/2023,15.0,4,2.0,1560.0,48.7,101412.0,Tank,796.0,9.42,39.41,1469.91,,,1560.0
948,l,0.1855560595874764,0.0740427121687815,0.1330464903986474,0.1799940576259607,0.280394528528416,0.0219480605842515,4.633730236147138e-05,0.7267518428562822,0.2196019848224309,0.2128294462612494,0.0960857046665782,5.766544765147189e-06,0.6905367058134918,2.167860201225288,2.083794698974254,0.0241544999926656,5.043024308467177e-05,0.4358217943189056,0.2426968078937235,0.24887150676303,0.0436151029282606,1.1860413640970644e-05,0.8310727790191816,0.449735791825377,0.4239705338514571,0.7743533978050049,0.5659314960127417,3.023680396760691,2.861762995189895,laufenberg,left,948_20231117_135427.bag,videos_2,20231117,13:54:38,1273848501,guilherme,11/17/2023 1:53 PM,2:01 PM,47.38,VMS_2,,4.73,4.78,4.73,,3.7,4.23,3.57,,14.42,15.21,17.75,11.0,,4.63,5.69,4.76,13:51:06,3.0,1,4/6/2018,2052,9/6/2022,438.0,3,0.0,288.0,53.9,110641.0,Tank,19.0,10.86,35.06,45251.08,139.05,47.0,288.0
962,p,0.3335112363329707,0.1851413039677987,0.2343609779536701,0.2007688241741197,0.3309702453938963,0.0833734909010034,2.8133611460381368e-05,0.2912121011842552,1.332873876974655,1.3017730382161372,0.0884626687400007,6.624520937632349e-06,0.6393726931073488,2.4589529993213737,2.3298322920543746,0.0749071651237033,3.947877282818469e-05,0.722236328182596,1.27159794206204,1.3151130997630174,0.0877399878323869,1.52790117872456e-05,0.7597025059942222,1.6973058268110208,1.6472381021970184,0.59637550892601,0.59637550892601,6.716110418993154,6.560151040890876,laufenberg,left,962_20231117_111426.bag,videos_3,20231117,11:14:44,1989201859,lab,11/17/2023 11:18 AM,11:29 AM,51.17,VMS_2,5.05,5.05,5.6,5.13,2.12,2.51,2.38,1.98,10.12,16.64,9.19,15.21,380.0,2.91,3.31,3.31,3.44,09:49:41,4.0,1,4/26/2018,2032,7/22/2023,119.0,4,3.0,3497.0,42.9,87250.0,Tank,351.0,9.13,40.98,14303.18,142.51,52.0,3497.0
970,l,0.1800789412554366,0.1094859697709549,0.1894014188972263,0.1957939887530813,0.3186226899046515,0.0344545682171704,1.9632931996504506e-05,0.3613355758016197,0.3033345285250031,0.2940271374569588,0.0598752702683146,6.456596770259783e-06,0.5794926921505593,0.9149047162532494,0.909089598057871,0.0199110072163032,3.608355490222909e-05,0.7508560273397942,0.1751377242083125,0.176522464005658,0.0495087529549344,1.4054053039867945e-05,0.7133567753828064,0.7148041392093062,0.7148180364394581,0.7559511165600781,0.5517758705079447,2.0083326902139125,2.00316690028892,laufenberg,right,0970_20231117_150812.bag,videos_1,20231117,15:08:38,2800097357,maria,11/17/2023 3:08 PM,3:15 PM,49.38,VMS_3,4.16,3.98,3.89,3.92,3.17,3.7,3.31,3.31,9.63,13.8,10.89,15.06,,4.63,5.03,4.5,4.23,12:23:12,4.0,1,5/6/2018,2022,6/5/2023,166.0,4,0.0,2171.0,50.3,101614.0,Tank,,11.84,38.22,18725.98,129.75,43.0,2171.0
973,l,0.1951148637805252,0.0774728213028765,0.1629806351674984,0.2156583422512852,0.2800160976534954,0.0265551102441424,4.031041286729528e-05,0.5145574966868098,0.2907351064610495,0.3001971823359104,0.0700409342864088,7.395432643976508e-06,0.8217891303850754,1.3601337468039605,1.3303183686525215,0.0283532865360636,5.407005441554863e-05,0.602377678214017,0.2281334119401275,0.2474590693766477,0.0765355846135739,7.5792848805807535e-06,0.799866113241881,1.7726413665191845,1.7701475008923588,0.7670755451010873,0.5718247249272248,3.565165663452923,3.56100167924651,laufenberg,right,0973_20231117_135700.bag,videos_1,20231117,13:57:48,5620008570,maria,11/17/2023 1:56 PM,2:09 PM,58.51,VMS_4,4.66,4.42,4.34,4.32,2.25,2.38,1.72,1.85,14.73,14.64,13.67,15.48,,3.17,3.44,2.65,2.91,19:20:32,4.0,1,5/13/2018,2015,1/8/2023,314.0,3,0.0,3131.0,50.6,101977.0,Tank,,8.98,45.19,33392.1,127.05,144.0,3131.0
975,l,0.224288119167472,0.1265968963539447,0.1851331591581148,0.2203286492229862,0.2784398845551107,0.0244073838655848,0.0001023957102177,0.8151966973125979,0.7296749938960521,0.7143190731672562,0.0749164886720175,1.6917088556163583e-05,0.8747345109788988,2.637002607321296,2.5895446225774528,0.0530028895287611,2.6379861456485803e-05,0.479983120017875,2.18511224503553,2.0096895615042087,0.0732958529858525,1.3386080261205854e-05,0.5397878418641109,2.285405881429885,2.251840063616662,0.7771624146747206,0.6315801689823097,7.720246917594248,7.5724686899100755,laufenberg,left,975_20231117_173846.bag,videos_2,20231117,17:39:08,2532818625,guilherme,11/17/2023 5:38 PM,5:48 PM,51.96,VMS_2,4.52,4.66,4.71,4.6,1.59,2.38,2.51,2.25,9.68,16.31,10.63,15.34,262.0,2.78,3.57,3.7,3.44,10:22:15,4.0,1,5/14/2018,2014,6/23/2023,148.0,4,0.0,1482.0,50.9,102507.0,Tank,151.0,8.95,41.26,19457.25,152.44,42.0,1482.0
978,l,0.2153879170799408,0.04937266788992,0.1307109599585421,0.1648386285754499,0.2589689681362176,0.0328900990127185,5.411270225918969e-05,0.5778988756356618,0.5097210401047857,0.5116342669170014,0.0784410707109668,1.28164068731582e-05,0.8004264102912855,1.5598176424967205,1.5036849259896998,0.0367264574678856,3.7589550283100366e-05,0.687322617742166,0.7858829752109464,0.7736872457983377,0.0629902786617082,1.2546460835141524e-05,0.6423655288239615,1.4267123507193262,1.3997834823266175,0.7512310200748914,0.6212117845384693,4.332202105620369,4.21726323594133,laufenberg,left,978_20231117_170827.bag,videos_2,20231117,17:08:44,1864790449,guilherme,11/17/2023 5:07 PM,5:15 PM,30.23,VMS_2,4.11,4.26,4.18,4.26,1.59,2.25,2.12,1.85,7.5,7.72,7.1,7.91,31.0,2.25,3.04,2.91,2.51,07:24:01,4.0,1,5/20/2018,2008,3/29/2023,234.0,3,0.0,951.0,46.8,94042.0,Tank,31.0,7.62,31.48,25578.92,132.35,34.0,951.0
981,l,0.2107606028398631,0.0949556334789119,0.1590483029604968,0.1689149371641808,0.2797071771973484,0.0305727242401053,6.572269605485178e-05,0.8038579098171953,0.6745770421127675,0.6657765637105879,0.0653414250548342,1.826037157446852e-05,0.7951462682133613,1.6059417971110497,1.587438297679557,0.0392485185653962,4.562304159746123e-05,0.5252286734413498,0.7233205443045303,0.7147980862056122,0.0795083696155851,1.0467922970457022e-05,0.6647129830733791,2.1235379485791235,2.098645404174693,0.7849539814884348,0.6154338074769836,5.049011438112023,5.01359533996051,laufenberg,left,981_20231117_133039.bag,videos_2,20231117,13:31:02,2776386344,guilherme,11/17/2023 1:30 PM,1:36 PM,35.41,VMS_2,4.31,4.19,4.32,4.4,3.57,3.7,2.78,3.17,9.11,9.33,9.04,7.94,11.0,4.63,4.76,3.84,3.97,07:25:50,4.0,1,5/25/2018,2003,10/24/2023,25.0,4,2.0,94.0,40.0,80048.0,Tank,25.0,12.22,31.16,2302.49,,,94.0
1003,l,0.2085503651720278,0.0919893522703318,0.1610855438539635,0.1885331676583462,0.2533824112189068,0.0542277412513947,2.266059058379752e-05,0.6658128140174027,1.879367616659148,1.759044179796628,0.0459005239872069,3.730045968625566e-05,0.6903356247917674,0.7083538080184115,0.7432808426103642,0.0437250921621645,3.2182508256666806e-05,0.7441511704839787,1.3072855941198525,1.2496147621708482,0.0705154784661157,1.1781836987486095e-05,0.567854964387875,2.050223096526848,2.034385462458048,0.7821819967079864,0.6134765295094506,5.7676155558258655,5.660816128547138,laufenberg,left,1003_20231117_163646.bag,videos_2,20231117,16:36:56,1247122535,guilherme,11/17/2023 4:35 PM,4:43 PM,31.44,VMS_1,,4.48,4.47,4.42,,2.38,3.31,3.44,,9.26,10.65,11.53,25.0,,3.7,4.23,4.63,08:09:45,3.0,1,6/21/2018,1976,7/26/2023,115.0,3,0.0,228.0,38.5,76079.0,Tank,26.0,9.1,34.8,13368.59,138.39,56.0,228.0
1023,p,0.1725787873915959,0.0771026150464477,0.1549374088735977,0.1792624311889993,0.2860048100288109,0.025599801369468,3.043408418176423e-05,0.6629062244010819,0.3283567503484614,0.3267931381908797,0.0471127613328506,2.423708862513853e-05,0.6323527359062886,0.6454448570123312,0.6373954036319422,0.0312883757652021,3.620057976955896e-05,0.5773820304935848,0.4301761615494829,0.424016742293594,0.0589759146653535,1.966353622299104e-05,0.6746726259632606,1.0511131847867483,1.0034348780738485,0.5876525285966996,0.5876525285966996,2.4838740034339164,2.4097366129139743,laufenberg,left,1023_20231117_124217.bag,videos_3,20231117,12:42:40,2538080096,lab,11/17/2023 12:46 PM,12:55 PM,36.97,VMS_2,4.51,4.32,4.38,4.41,2.51,2.51,1.85,2.38,8.93,9.3,9.3,9.44,14.0,3.57,3.84,2.65,3.17,07:04:02,4.0,1,7/13/2018,1954,7/23/2023,118.0,4,0.0,277.0,54.1,105652.0,Tank,16.0,10.15,45.53,14879.79,153.68,64.0,277.0
1039,l,0.2240856957587426,0.0608648105823703,0.1426155683408326,0.1269344420425869,0.2387948398956644,0.0304486274154542,4.292416496806419e-05,0.5813319460635953,0.501354768724771,0.4979246531355636,0.0832683365139845,7.636842322884199e-06,0.6955273637280875,1.843494656612016,1.718739899733269,0.0352004734537083,5.648500825116928e-05,0.6453312328677876,0.4933935461304919,0.4466054730177585,0.0828059025572347,1.6261661030574254e-05,0.8018026647372445,1.7075307427350377,1.621980863508342,0.765975992587149,0.6248578682585243,4.468521904167931,4.371822500884921,laufenberg,left,1039_20231117_120824.bag,videos_2,20231117,12:08:44,2423789589,guilherme,11/17/2023 12:08 PM,12:16 PM,40.83,VMS_1,4.64,5.22,4.87,4.76,2.78,2.91,1.72,3.04,9.96,10.87,7.69,12.3,62.0,4.23,3.97,2.38,4.23,10:49:00,4.0,1,8/13/2018,1923,1/19/2023,303.0,3,0.0,165.0,49.0,94161.0,Tank,62.0,9.98,37.24,35642.3,146.19,54.0,165.0
