animal_number,min_date,max_date,count_date,min_dim,max_dim,milk_flow_duration_mean,yield_visit_mean,yield_lf_visit_mean,yield_lr_visit_mean,yield_rr_visit_mean,yield_rf_visit_mean,peak_flow_rf_mean,peak_flow_lf_mean,peak_flow_rr_mean,peak_flow_lr_mean,notmilk_visit_duration_mean,kickoff_lf_sum,kickoff_lr_sum,kickoff_rf_sum,kickoff_rr_sum,kickoff_front_sum,kickoff_back_sum,kickoff_any_sum,total_yield,total_visits,kickoff_lf_perc,kickoff_lr_perc,kickoff_rf_perc,kickoff_rr_perc,kickoff_front_perc,kickoff_back_perc,kickoff_any_perc,yield_lf_visit_sum,yield_lr_visit_sum,yield_rr_visit_sum,yield_rf_visit_sum,interval_visit_mean
738,2023-01-28,2023-11-17,297,0.0,293.0,217.31791221826808,12.20393831553974,2.8558837485172006,0.6039027283511269,6.012431791221826,2.731720047449585,2.401067615658363,2.3234163701067616,2.9802135231316726,1.1608540925266904,97.27283511269276,6,3,1,1,7,4,5,10366.02,851,0.7050528789659225,0.3525264394829612,0.117508813160987,0.117508813160987,0.8225616921269095,0.4700352526439483,0.5875440658049353,2413.85,516.67,5113.56,2321.94,29487.282021151583
747,2023-04-24,2024-01-24,277,1.0,276.0,316.5352941176471,19.543220588235293,5.193264705882353,4.776058823529412,4.61975,4.95414705882353,1.9403823529411768,2.0537647058823527,1.8238235294117648,1.6591764705882353,103.37647058823528,3,21,6,6,8,27,32,13483.5,698,0.4297994269340974,3.0085959885386817,0.8595988538681949,0.8595988538681949,1.146131805157593,3.8681948424068766,4.584527220630372,3588.87,3288.75,3187.78,3418.1,33639.46418338109
764,2023-06-06,2024-03-21,293,0.0,289.0,353.47777777777776,16.88301388888889,5.174958333333333,5.643083333333333,1.4248194444444442,4.640152777777778,1.6041666666666667,1.7285833333333331,0.97925,1.5620833333333335,96.85555555555555,5,3,3,1,8,4,7,12333.85,733,0.6821282401091405,0.4092769440654843,0.4092769440654843,0.1364256480218281,1.0914051841746248,0.5457025920873124,0.9549795361527968,3760.88,4127.59,1047.17,3398.21,33631.32878581173
778,2023-09-24,2023-11-17,55,0.0,54.0,304.13375796178343,11.90375796178344,,4.984140127388535,3.700891719745223,3.218726114649681,1.7281528662420382,,1.2668789808917198,2.025095541401274,81.85350318471338,0,0,2,0,2,0,2,1913.84,163,0.0,0.0,1.2269938650306749,0.0,1.2269938650306749,0.0,1.2269938650306749,0.0,806.19,597.99,509.66,28509.0736196319
785,2023-10-12,2023-11-17,38,0.0,36.0,304.6106194690266,13.96221238938053,3.133628318584071,3.5634513274336284,3.626371681415929,3.638761061946903,1.3858407079646018,1.291858407079646,1.553628318584071,1.3794690265486724,94.68141592920354,0,0,0,1,0,1,1,1577.73,113,0.0,0.0,0.0,0.8849557522123894,0.0,0.8849557522123894,0.8849557522123894,354.1,402.67,409.78,411.18,27255.610619469026
807,2023-08-25,2023-11-17,86,0.0,84.0,344.18148148148146,15.396851851851851,3.5866296296296296,4.871148148148149,2.948851851851852,3.9902222222222217,1.2977777777777777,1.9324444444444444,1.556,1.7882222222222222,100.92962962962964,0,2,1,1,1,3,4,4209.09,275,0.0,0.7272727272727273,0.3636363636363636,0.3636363636363636,0.3636363636363636,1.090909090909091,1.4545454545454546,981.92,1327.89,805.39,1093.89,25957.316363636364
808,2023-10-19,2023-11-17,30,0.0,29.0,272.56310679611653,14.296504854368932,3.0635922330097087,4.616407766990291,4.415825242718446,2.200679611650485,1.1388349514563108,1.4557281553398058,1.774368932038835,1.887378640776699,100.83495145631068,0,0,0,0,0,0,0,1472.54,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.55,475.49,454.83,226.67,23954.961165048546
833,2023-06-08,2023-11-17,165,0.0,162.0,378.96868475991647,15.25304801670146,0.4547368421052631,6.348789144050104,4.8318580375782885,4.054363256784969,1.255991649269311,0.8842105263157896,1.5979540709812108,1.713194154488518,75.72860125260961,0,9,3,2,3,9,10,7592.11,502,0.0,1.7928286852589643,0.5976095617529881,0.398406374501992,0.5976095617529881,1.7928286852589643,1.99203187250996,8.64,3187.35,2434.74,1961.38,27509.892430278884
837,2023-03-08,2023-11-17,260,0.0,254.0,292.9436416184971,17.562427745664742,6.153945086705202,4.9080202312138725,6.500462427745664,,,2.296040462427745,2.296387283236994,1.777456647398844,77.80780346820809,0,1,0,0,0,1,1,12173.75,695,0.0,0.1438848920863309,0.0,0.0,0.0,0.1438848920863309,0.1438848920863309,4260.45,3404.89,4508.41,0.0,31257.81582733813
842,2023-04-12,2024-02-17,315,0.0,311.0,257.4970828471412,16.536756126021004,,6.039556592765461,6.861073512252042,3.6361260210035,2.1368961493582264,,2.5781796966161026,2.962053675612602,77.15869311551926,0,0,2,1,2,1,3,14216.07,863,0.0,0.0,0.2317497103128621,0.115874855156431,0.2317497103128621,0.115874855156431,0.3476245654692931,0.0,5196.01,5897.25,3122.81,30775.94669756663
855,2023-11-17,2024-08-20,278,0.0,277.0,322.8125,14.900970744680851,6.095718085106382,4.264760638297872,4.540492021276595,,,1.9263829787234044,2.57281914893617,2.619414893617021,78.91622340425532,0,0,0,0,0,0,0,11289.55,762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4627.19,3229.41,3432.95,0.0,31023.127296587925
856,2023-07-20,2024-07-05,357,0.0,351.0,292.5264227642276,16.443810975609754,3.951686991869919,5.405447154471545,3.332794715447154,3.753882113821138,1.8476829268292685,1.8531707317073167,1.7546747967479674,2.060060975609756,93.44918699186992,2,19,4,11,5,27,29,16472.78,1024,0.1953125,1.85546875,0.390625,1.07421875,0.48828125,2.63671875,2.83203125,3983.51,5379.29,3335.86,3774.12,29242.572265625
861,2023-06-08,2023-11-17,164,0.0,162.0,259.9585406301824,13.51174129353234,2.600464344941957,4.087180762852405,4.02927031509121,2.794825870646766,1.5282587064676616,1.6723383084577117,2.108457711442786,1.7567164179104475,103.72305140961858,1,4,2,5,3,9,11,8176.94,606,0.165016501650165,0.6600660066006601,0.33003300330033,0.825082508250825,0.495049504950495,1.4851485148514851,1.8151815181518156,1575.62,2468.57,2441.57,1691.18,22752.52145214521
868,2023-09-18,2023-11-17,62,0.0,60.0,245.75980392156865,16.356323529411764,3.9832843137254894,4.279509803921568,4.524264705882353,3.569264705882353,2.1414705882352942,2.136176470588236,1.8988235294117648,1.833235294117647,106.00490196078432,0,0,1,3,1,3,4,3400.63,210,0.0,0.0,0.4761904761904762,1.4285714285714286,0.4761904761904762,1.4285714285714286,1.9047619047619049,834.14,887.99,936.34,742.16,24553.138095238097
896,2023-02-06,2023-11-17,292,0.0,284.0,405.4081081081081,17.025905405405407,3.984472972972973,4.560081081081081,4.550891891891892,3.9304594594594593,1.3611891891891892,1.3992972972972972,1.2720810810810812,1.224972972972973,94.86216216216216,5,1,0,0,5,1,1,12683.63,749,0.6675567423230975,0.1335113484646194,0.0,0.0,0.6675567423230975,0.1335113484646194,0.1335113484646194,2968.34,3399.27,3393.2,2922.82,32280.866488651536
897,2023-04-30,2024-05-28,402,0.0,394.0,387.1822810590632,18.15235234215886,3.076283095723014,6.04530549898167,5.476354378818737,3.554409368635438,1.9677189409368636,2.004378818737271,2.2071079429735234,1.6880040733197557,97.5224032586558,0,11,1,5,1,15,16,17983.46,1000,0.0,1.1,0.1,0.5,0.1,1.5,1.6,3053.72,5966.72,5434.81,3528.21,33573.052
902,2023-09-13,2023-11-17,67,0.0,66.0,397.7455621301775,16.391183431952662,4.389644970414201,5.533254437869823,6.46828402366864,,,1.3768047337278106,1.8749112426035504,1.8596449704142013,80.12426035502959,9,31,0,53,9,59,59,2805.35,173,5.202312138728324,17.91907514450867,0.0,30.63583815028902,5.202312138728324,34.104046242774565,34.104046242774565,747.62,948.01,1109.72,0.0,32111.13294797688
904,2023-07-15,2024-05-09,306,0.0,299.0,408.7823529411765,18.09738823529412,3.957058823529412,5.831611764705882,4.634870588235294,3.6738470588235295,1.396305882352941,1.2837882352941177,1.4126117647058825,1.4368941176470589,98.39411764705882,1,27,2,9,3,35,37,15577.48,868,0.1152073732718894,3.110599078341014,0.2304147465437788,1.036866359447005,0.3456221198156682,4.032258064516129,4.262672811059908,3417.73,5003.67,3982.92,3173.16,29271.831797235023
905,2023-02-02,2023-12-21,326,0.0,322.0,267.1519230769231,13.74764423076923,2.0575384615384618,4.8160384615384615,4.515519230769231,2.3585480769230767,1.734346153846154,1.5297692307692308,1.9401923076923075,2.2795384615384613,93.19423076923076,2,2,1,0,3,2,3,14382.15,1050,0.1904761904761904,0.1904761904761904,0.0952380952380952,0.0,0.2857142857142857,0.1904761904761904,0.2857142857142857,2155.88,5035.52,4724.86,2465.89,26150.418095238096
912,2023-02-12,2023-12-06,303,0.0,297.0,288.4156706507304,18.67062416998672,3.721965471447543,5.008658698539176,5.082310756972111,4.857689243027889,2.218884462151394,1.512430278884462,1.974422310756972,2.2453386454183266,100.5086321381142,3,2,1,3,4,5,6,14143.17,762,0.3937007874015747,0.2624671916010498,0.1312335958005249,0.3937007874015747,0.5249343832020997,0.6561679790026247,0.7874015748031495,2819.3,3792.21,3850.44,3681.22,33311.31627296588
915,2023-03-16,2024-03-21,381,0.0,371.0,322.0065717415115,19.04733844468784,3.859529025191676,5.525991237677984,5.515936473165389,4.1458817086527935,1.8136692223439213,1.7446002190580503,1.9618619934282584,1.9027820372398685,123.75465498357065,2,20,0,6,2,25,25,17739.43,942,0.2123142250530785,2.123142250530785,0.0,0.6369426751592357,0.2123142250530785,2.6539278131634823,2.6539278131634823,3599.41,5104.53,5155.81,3879.68,33596.980891719744
921,2023-03-13,2023-12-06,271,0.0,268.0,270.4024725274725,17.452403846153846,3.697967032967033,5.120068681318681,4.828255494505494,3.806112637362637,1.7491483516483517,1.691868131868132,2.1187912087912086,1.9256868131868128,98.25137362637362,5,1,1,1,6,2,3,12759.62,733,0.6821282401091405,0.1364256480218281,0.1364256480218281,0.1364256480218281,0.8185538881309686,0.2728512960436562,0.4092769440654843,2707.6,3741.13,3533.78,2777.11,31191.443383356072
922,2023-05-20,2023-11-17,184,0.0,181.0,272.0081466395112,18.25641547861507,4.404276985743381,4.315254582484725,4.790183299389002,4.746700610997964,1.8872505091649692,2.159511201629328,2.050142566191446,2.1036659877800408,95.0794297352342,0,0,1,1,1,1,2,8986.41,494,0.0,0.0,0.2024291497975708,0.2024291497975708,0.2024291497975708,0.2024291497975708,0.4048582995951417,2168.78,2121.44,2358.42,2337.77,31407.30971659919
924,2023-08-21,2023-11-17,94,0.0,88.0,323.20307692307694,15.287969230769232,4.943230769230769,2.635507692307692,2.870830769230769,4.8384,1.792430769230769,1.5895384615384616,1.4032615384615386,1.4145230769230768,99.38153846153844,0,3,0,2,0,4,4,5055.26,332,0.0,0.9036144578313252,0.0,0.6024096385542169,0.0,1.2048192771084338,1.2048192771084338,1638.86,862.8,949.51,1604.09,22617.62951807229
925,2023-05-09,2024-05-09,371,0.0,366.0,343.991643454039,19.717228412256265,4.077395543175488,6.353454038997215,5.44183844011142,3.844540389972145,2.2690529247910862,2.3237047353760447,1.5892479108635096,1.9568523676880225,97.81894150417828,1,5,1,4,2,8,9,14296.26,728,0.1373626373626373,0.6868131868131868,0.1373626373626373,0.5494505494505495,0.2747252747252747,1.098901098901099,1.2362637362637363,2952.49,4611.16,3937.48,2795.13,43016.39835164835
929,2023-11-03,2023-11-17,15,0.0,14.0,373.3888888888889,18.52055555555556,5.491111111111112,4.434166666666666,4.5438888888888895,4.051388888888889,1.5783333333333334,1.5783333333333334,1.6700000000000002,1.4883333333333333,113.27777777777776,1,0,0,3,1,3,3,666.74,36,2.7777777777777777,0.0,0.0,8.333333333333332,2.7777777777777777,8.333333333333332,8.333333333333332,197.68,159.63,163.58,145.85,33801.75
935,2023-08-18,2024-07-27,349,0.0,344.0,289.6670305676856,15.890447598253274,5.373897379912664,5.486288209606986,5.014759825327511,2.0285714285714285,1.4057142857142857,2.184235807860262,2.0022052401746726,1.8165065502183408,76.49017467248909,0,1,0,0,0,1,1,14601.38,925,0.0,0.1081081081081081,0.0,0.0,0.0,0.1081081081081081,0.1081081081081081,4937.87,5038.16,4610.28,15.07,31778.222702702704
948,2022-10-14,2023-11-17,409,38.0,437.0,289.88808373590985,14.86585346215781,2.1234793491864834,4.646884057971015,4.712334943639291,4.140563607085346,2.1769565217391307,1.2924405506883605,1.9768115942028983,2.161062801932367,94.2181964573269,1,7,1,3,2,9,10,18658.22,1260,0.0793650793650793,0.5555555555555556,0.0793650793650793,0.2380952380952381,0.1587301587301587,0.7142857142857143,0.7936507936507936,1711.65,5827.64,5918.98,5199.95,27023.19047619048
962,2023-07-22,2024-07-05,355,0.0,349.0,337.5449844881076,16.198779731127196,3.2618510858324714,5.471944157187177,4.907807652533609,2.55717683557394,1.5255015511892451,1.5050879007238884,1.4912512926577042,1.6773940020682525,95.11271975180972,16,3,3,2,19,4,7,15746.16,975,1.641025641025641,0.3076923076923077,0.3076923076923077,0.2051282051282051,1.948717948717949,0.4102564102564102,0.717948717948718,3175.66,5307.6,4774.74,2488.16,30466.20923076923
970,2023-06-05,2024-05-09,342,0.0,339.0,276.0417090539166,16.01378433367243,3.670498474059003,4.334944048830112,4.769389623601221,3.2389521871820954,1.9287894201424207,1.6854323499491353,1.8308036622583927,1.87001017293998,93.72431332655135,5,1,0,4,5,5,5,15973.48,1004,0.49800796812749,0.099601593625498,0.0,0.398406374501992,0.49800796812749,0.49800796812749,0.49800796812749,3641.17,4326.03,4769.17,3237.11,28816.13346613546
971,2023-09-08,2023-11-17,72,0.0,70.0,255.6130653266332,15.751155778894471,2.8594472361809045,4.9436180904522615,5.430552763819096,2.517537688442211,1.8976884422110551,1.4773869346733668,2.1343718592964827,2.2640201005025125,95.34170854271356,0,0,0,0,0,0,0,3202.92,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.72,1008.59,1098.73,515.88,29331.42156862745
973,2023-01-08,2023-12-06,336,0.0,332.0,382.0722610722611,18.023496503496503,5.029603729603729,4.350174825174825,4.09037296037296,4.553344988344988,1.4401398601398605,1.443986013986014,1.254615384615385,1.4025874125874127,99.25641025641026,0,7,0,13,0,18,18,15694.88,877,0.0,0.798175598631699,0.0,1.4823261117445838,0.0,2.0524515393386547,2.0524515393386547,4351.28,3788.53,3573.59,3981.48,32205.70923603193
975,2023-06-23,2024-05-09,328,0.0,321.0,398.9242590559824,18.51860592755214,3.4269374313940726,5.900164654226125,5.511405049396268,3.6800987925356754,1.6527991218441274,1.1167508232711307,1.604456641053787,1.5530186608122942,92.9967069154775,0,1,0,1,0,2,2,16959.67,918,0.0,0.1089324618736383,0.0,0.1089324618736383,0.0,0.2178649237472767,0.2178649237472767,3135.96,5395.54,5055.23,3372.94,29736.49128540305
978,2023-03-29,2024-01-24,309,0.0,301.0,424.2263549415516,15.21174282678002,3.835154091392136,3.79154091392136,4.0158235919234855,3.569224229543039,1.3274601487778956,1.0008714133900107,1.2037619553666312,1.3349840595111584,96.19872476089267,3,6,8,6,10,10,16,14411.31,950,0.3157894736842105,0.631578947368421,0.8421052631578947,0.631578947368421,1.0526315789473684,1.0526315789473684,1.6842105263157894,3643.12,3581.02,3805.71,3381.46,26871.103157894737
981,2023-10-24,2023-11-17,25,0.0,24.0,232.17105263157896,13.741973684210528,3.4850000000000003,3.6422368421052633,3.0786842105263155,3.536052631578948,1.7336842105263155,2.0431578947368423,1.721842105263158,2.0723684210526314,100.19736842105264,1,0,1,0,2,0,1,1044.39,76,1.3157894736842104,0.0,1.3157894736842104,0.0,2.631578947368421,0.0,1.3157894736842104,264.86,276.81,233.98,268.74,27662.736842105263
986,2023-07-30,2023-11-17,115,0.0,110.0,598.0915492957746,21.48781690140845,5.153345070422535,5.319894366197183,6.340704225352113,4.673873239436619,0.9690845070422536,0.9741549295774647,1.244788732394366,1.1243661971830985,96.556338028169,0,11,0,2,0,12,12,6149.27,288,0.0,3.8194444444444446,0.0,0.6944444444444444,0.0,4.166666666666666,4.166666666666666,1474.68,1523.29,1818.64,1332.66,32445.33333333333
1003,2023-07-26,2023-11-17,115,0.0,114.0,308.44470588235293,14.170541176470588,,4.535058823529412,4.852352941176471,4.783129411764706,1.926494117647059,,2.028,1.7508705882352942,79.3670588235294,0,2,0,0,0,2,2,6045.22,429,0.0,0.4662004662004662,0.0,0.0,0.0,0.4662004662004662,0.4662004662004662,0.0,1934.75,2070.71,2039.76,22568.529137529134
1023,2023-07-23,2023-11-17,123,0.0,117.0,401.8475073313783,19.65683284457478,4.840791788856305,4.785806451612904,5.084281524926686,4.945953079178885,1.322991202346041,1.8040469208211145,1.635659824046921,1.6836950146627565,98.73900293255132,0,1,0,1,0,1,1,6749.36,346,0.0,0.2890173410404624,0.0,0.2890173410404624,0.0,0.2890173410404624,0.2890173410404624,1666.72,1636.48,1743.94,1702.22,28775.031791907517
1039,2023-01-19,2023-11-17,306,0.0,302.0,422.2227138643068,23.602463126843656,5.809911504424779,6.163023598820058,6.830619469026549,4.798908554572272,1.2916814159292036,1.8045132743362835,2.0132743362831858,1.9575221238938052,100.60914454277288,0,7,0,4,0,11,11,16167.07,690,0.0,1.0144927536231882,0.0,0.5797101449275363,0.0,1.5942028985507246,1.5942028985507246,3991.37,4213.63,4682.8,3279.27,37318.453623188405
1040,2023-04-18,2023-11-17,218,0.0,213.0,445.8,23.6805,3.960074074074074,7.370962962962963,8.085944444444443,4.263518518518519,1.6907777777777775,1.6774444444444443,1.9337777777777776,1.5723333333333334,96.31111111111112,0,2,0,2,0,2,2,12822.48,545,0.0,0.3669724770642202,0.0,0.3669724770642202,0.0,0.3669724770642202,0.3669724770642202,2145.3,3993.14,4375.21,2308.83,33223.733944954125
1057,2023-10-28,2024-09-23,342,0.0,331.0,426.6986899563319,19.769126637554585,3.4362479338842973,5.200305676855895,5.69254730713246,5.850174672489083,1.5786026200873362,1.282413223140496,1.357467248908297,1.5204366812227077,139.24017467248908,3,5,6,5,9,9,14,14099.53,721,0.4160887656033287,0.6934812760055479,0.8321775312066574,0.6934812760055479,1.248266296809986,1.248266296809986,1.9417475728155336,2093.67,3730.74,4089.16,4185.96,39121.2108183079
1058,2022-10-14,2023-12-21,440,46.0,479.0,321.9494382022472,16.916324237560193,3.671252006420546,4.678611556982344,4.370577849117175,4.195882825040128,1.4124558587479936,1.3251364365971106,1.6535634028892456,1.5795024077046549,96.75040128410916,2,1,0,1,2,2,2,21285.94,1261,0.1586042823156225,0.0793021411578112,0.0,0.0793021411578112,0.1586042823156225,0.1586042823156225,0.1586042823156225,4603.56,5889.43,5503.99,5288.96,29293.324345757337
1061,2023-02-06,2023-11-17,290,0.0,284.0,423.3396464646465,18.463674242424243,5.435555555555555,,7.111085858585858,5.917032828282828,2.01689393939394,1.623409090909091,1.6337878787878788,,71.58459595959596,1,0,0,1,1,1,1,14650.23,796,0.1256281407035175,0.0,0.0,0.1256281407035175,0.1256281407035175,0.1256281407035175,0.1256281407035175,4306.97,0.0,5646.94,4696.32,30406.45351758794
1067,2023-04-16,2024-02-17,310,0.0,307.0,241.8374864572048,13.4914301191766,3.184290357529794,3.9148104008667386,3.4144962080173347,2.97783315276273,1.7903791982665225,1.5945178764897074,1.80819068255688,1.71068255687974,97.16576381365114,1,3,1,0,2,3,4,12635.32,942,0.1061571125265392,0.3184713375796179,0.1061571125265392,0.0,0.2123142250530785,0.3184713375796179,0.4246284501061571,2967.61,3669.11,3200.37,2798.23,27835.5923566879
1074,2023-04-09,2024-04-09,374,0.0,366.0,302.59771126760563,16.9331426056338,3.3285827464788733,5.235528169014085,5.455202464788732,2.9138292253521128,1.7904929577464788,2.044119718309859,1.810352112676056,2.011109154929577,141.01144366197184,2,4,2,4,3,6,7,19316.64,1144,0.1748251748251748,0.3496503496503496,0.1748251748251748,0.3496503496503496,0.2622377622377622,0.5244755244755245,0.6118881118881119,3802.15,5968.17,6219.16,3327.16,27177.992132867133
1081,2023-03-04,2024-02-17,356,0.0,350.0,349.9055944055944,21.097342657342654,4.955955710955711,5.577261072261072,5.358216783216784,5.205909090909091,1.7986713286713287,1.7585314685314684,1.8344755244755244,1.4682517482517483,94.2902097902098,0,0,0,0,0,0,0,18163.72,864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4266.76,4794.01,4617.52,4485.43,34578.25462962963
1084,2023-06-20,2024-04-09,300,0.0,294.0,314.66840052015607,17.721716514954487,3.987152145643693,5.02334200260078,5.019674902470741,3.691547464239272,1.552665799739922,1.8353446033810144,1.6549544863459038,1.727438231469441,98.85565669700912,0,1,1,5,1,6,7,13747.14,777,0.0,0.1287001287001287,0.1287001287001287,0.6435006435006435,0.1287001287001287,0.7722007722007722,0.9009009009009008,3077.1,3904.32,3897.34,2868.38,32296.14671814672
1089,2023-04-30,2024-05-28,403,0.0,394.0,270.36933461909354,18.70712632594021,4.152150433944069,4.903182256509162,5.321427193828351,4.330366441658631,2.1621407907425265,2.1160270009643205,1.9313404050144647,2.022873674059788,97.152362584378,1,0,1,0,2,0,1,19468.33,1047,0.0955109837631327,0.0,0.0955109837631327,0.0,0.1910219675262655,0.0,0.0955109837631327,4321.78,5102.4,5538.69,4505.46,32156.46800382044
1091,2023-02-14,2024-04-09,424,0.0,420.0,382.8228460793805,19.54117134559535,4.213484995159729,5.313330106485964,6.482575024201355,3.531781219748306,1.3425363020329135,1.508247821878025,1.7406389157792836,1.544143272023233,95.55082284607938,2,29,2,12,3,37,37,20473.67,1057,0.1892147587511826,2.743614001892148,0.1892147587511826,1.1352885525070957,0.2838221381267738,3.500473036896877,3.500473036896877,4400.97,5569.62,6801.91,3701.17,33867.64238410596
1092,2023-02-18,2023-11-17,281,0.0,272.0,323.57060518731987,18.634121037463977,4.362420749279539,4.958948126801153,4.491239193083573,4.821512968299712,1.835100864553314,1.6946109510086456,1.7943804034582131,1.6419596541786745,95.47838616714698,1,2,0,1,1,3,3,13091.52,708,0.1412429378531073,0.2824858757062147,0.0,0.1412429378531073,0.1412429378531073,0.423728813559322,0.423728813559322,3071.95,3468.86,3150.57,3400.14,32785.73446327684
1098,2023-03-10,2024-02-17,351,0.0,344.0,329.65749235474004,18.067339449541286,3.430397553516819,4.557971457696228,4.621692150866463,5.457278287461774,2.068134556574924,1.689724770642202,1.5426299694189602,1.4636085626911317,96.70336391437309,1,6,0,6,1,11,11,17873.32,997,0.1003009027081243,0.6018054162487462,0.0,0.6018054162487462,0.1003009027081243,1.103309929789368,1.103309929789368,3396.82,4517.23,4570.04,5389.23,29365.65295887663
1100,2023-02-06,2024-01-24,360,0.0,352.0,351.9845132743363,19.71015486725664,4.056714601769912,6.029347345132743,5.533506637168141,4.09058628318584,1.4925,1.3575000000000002,1.7283185840707966,1.7094690265486727,94.16592920353982,0,3,1,1,1,4,5,17829.52,905,0.0,0.3314917127071823,0.1104972375690607,0.1104972375690607,0.1104972375690607,0.4419889502762431,0.5524861878453038,3670.75,5450.53,5006.8,3701.44,33177.967955801105
