cow,farmname,robotside,filename,directory,date,time,size,computer,animal_number,min_date,max_date,count_date,min_dim,max_dim,milk_flow_duration_mean,yield_visit_mean,yield_lf_visit_mean,yield_lr_visit_mean,yield_rr_visit_mean,yield_rf_visit_mean,peak_flow_rf_mean,peak_flow_lf_mean,peak_flow_rr_mean,peak_flow_lr_mean,notmilk_visit_duration_mean,kickoff_lf_sum,kickoff_lr_sum,kickoff_rf_sum,kickoff_rr_sum,kickoff_front_sum,kickoff_back_sum,kickoff_any_sum,total_yield,total_visits,kickoff_lf_perc,kickoff_lr_perc,kickoff_rf_perc,kickoff_rr_perc,kickoff_front_perc,kickoff_back_perc,kickoff_any_perc,yield_lf_visit_sum,yield_lr_visit_sum,yield_rr_visit_sum,yield_rf_visit_sum,interval_visit_mean
1223,laufenberg,right,1223_20231117_160714.bag,videos_1,20231117,16:07:28,1424044502,maria,1223,2023-01-09,2023-11-17,319,0.0,312.0,210.6611721611721,12.752619047619048,2.733946886446886,3.942161172161173,2.863021978021978,3.213489010989011,1.944065934065934,1.831959706959707,1.9751098901098905,2.207087912087912,99.2838827838828,3.0,10.0,2.0,2.0,4,12,14,14073.35,1108,0.2707581227436823,0.9025270758122744,0.1805054151624548,0.1805054151624548,0.3610108303249097,1.083032490974729,1.263537906137184,3012.25,4353.41,3154.17,3553.52,24065.185920577616
1223,laufenberg,right,1223_20231117_162703.bag,videos_1,20231117,16:27:16,1396124589,maria,1223,2023-01-09,2023-11-17,319,0.0,312.0,210.6611721611721,12.752619047619048,2.733946886446886,3.942161172161173,2.863021978021978,3.213489010989011,1.944065934065934,1.831959706959707,1.9751098901098905,2.207087912087912,99.2838827838828,3.0,10.0,2.0,2.0,4,12,14,14073.35,1108,0.2707581227436823,0.9025270758122744,0.1805054151624548,0.1805054151624548,0.3610108303249097,1.083032490974729,1.263537906137184,3012.25,4353.41,3154.17,3553.52,24065.185920577616
1236,laufenberg,right,1236_20231117_142505.bag,videos_1,20231117,14:25:42,4112333268,maria,1236,2023-04-28,2024-04-09,358,0.0,347.0,454.9307875894988,18.687935560859188,4.238926014319809,5.214868735083533,4.855298329355608,4.378842482100239,1.5423866348448687,1.332243436754177,1.240525059665871,1.159689737470167,93.01670644391407,5.0,6.0,1.0,2.0,6,7,7,15672.03,839,0.5959475566150179,0.7151370679380215,0.1191895113230035,0.2383790226460071,0.7151370679380215,0.834326579261025,0.834326579261025,3557.35,4370.11,4075.1,3669.47,35207.97735399285
1261,laufenberg,right,1261_20231117_134027.bag,videos_1,20231117,13:41:08,4774026248,maria,1261,2023-06-29,2023-11-17,145,0.0,141.0,357.71634615384613,18.151802884615385,3.844014423076923,5.436201923076923,5.618461538461539,3.253125,1.5336057692307692,1.9329807692307688,1.5998076923076925,1.726442307692308,95.45673076923076,0.0,3.0,0.0,7.0,0,10,10,7666.7,424,0.0,0.7075471698113208,0.0,1.650943396226415,0.0,2.358490566037736,2.358490566037736,1616.49,2302.72,2368.39,1379.1,28405.962264150945
1262,laufenberg,right,1262_20231117_121934.bag,videos_1,20231117,12:19:56,2376087276,maria,1262,2023-07-28,2023-11-17,114,0.0,112.0,468.225352112676,18.948591549295777,5.729718309859155,4.138028169014085,2.881455399061033,6.199389671361502,1.5709859154929575,1.5174647887323944,1.08,1.3388732394366198,105.01408450704226,1.0,37.0,5.0,16.0,6,51,55,5481.94,299,0.334448160535117,12.37458193979933,1.6722408026755853,5.351170568561873,2.0066889632107023,17.05685618729097,18.39464882943144,1687.63,1199.05,784.96,1810.3,31971.3712374582
1271,laufenberg,right,1271_20231117_164614.bag,videos_1,20231117,16:46:48,3830368406,maria,1271,2023-06-22,2024-07-05,385,0.0,379.0,377.774154589372,19.648925120772947,4.948478260869566,4.869661835748792,5.072342995169081,4.758442028985507,1.7966666666666669,2.2447826086956524,1.5261594202898552,1.4132608695652176,95.41425120772946,29.0,1.0,33.0,2.0,61,2,35,16470.72,842,3.44418052256532,0.1187648456057007,3.9192399049881232,0.2375296912114014,7.244655581947744,0.2375296912114014,4.156769596199525,4130.26,4074.38,4264.01,4002.07,38433.57957244656
1281,laufenberg,right,1281_20231117_111109.bag,videos_1,20231117,11:11:42,3761340170,maria,1281,2023-07-05,2024-08-20,420,0.0,412.0,286.91523713420787,17.08803229061554,4.317991927346116,4.298052472250252,4.1542179616548935,4.317769929364278,1.900201816347124,1.9541473259334008,1.5859132189707368,1.5405045408678104,95.7891019172553,3.0,1.0,11.0,2.0,14,3,14,17043.54,999,0.3003003003003003,0.1001001001001,1.1011011011011012,0.2002002002002001,1.4014014014014011,0.3003003003003003,1.4014014014014011,4297.68,4288.13,4147.03,4310.7,35229.17617617617
1288,laufenberg,right,1288_20231117_111541.bag,videos_1,20231117,11:16:00,2187082098,maria,1288,2023-09-17,2024-08-20,344,0.0,338.0,527.1636863823934,19.07812929848693,4.168734525447043,5.183314993122421,4.634800550206327,5.091279229711142,1.3282530949105915,1.0881705639614856,1.272792297111417,1.357716643741403,98.75103163686384,89.0,384.0,77.0,427.0,142,494,496,14250.69,753,11.819389110225764,50.99601593625498,10.225763612217795,56.70650730411687,18.857901726427624,65.60424966799468,65.86985391766268,3125.53,3822.15,3475.94,3827.07,38126.93227091633
1291,laufenberg,right,1291_20231117_112153.bag,videos_1,20231117,11:22:08,1539712713,maria,1291,2023-07-15,2024-05-09,303,0.0,299.0,237.01385681293303,14.375612009237877,2.5884872979214784,3.4360854503464204,4.578706697459584,3.7723325635103926,2.4534872979214777,1.955473441108545,1.9605311778290992,1.75635103926097,96.72748267898383,2.0,3.0,0.0,11.0,2,11,11,12525.13,874,0.2288329519450801,0.3432494279176201,0.0,1.2585812356979404,0.2288329519450801,1.2585812356979404,1.2585812356979404,2251.16,2998.62,3985.95,3289.4,29194.887871853545
1293,laufenberg,right,1293_20231117_112814.bag,videos_1,20231117,11:28:30,1615495334,maria,1293,2023-06-04,2024-03-21,293,0.0,291.0,337.15691868758915,16.687517831669044,4.870356633380884,3.680855920114123,3.463409415121255,4.672895863052782,1.5314122681883025,1.6913837375178318,1.7761198288159772,1.7504422253922969,95.8530670470756,1.0,1.0,0.0,3.0,1,3,3,11944.8,719,0.1390820584144645,0.1390820584144645,0.0,0.4172461752433936,0.1390820584144645,0.4172461752433936,0.4172461752433936,3444.17,2650.97,2492.05,3357.61,34553.05006954103
1295,laufenberg,right,1295_20231117_130928.bag,videos_1,20231117,13:09:54,2950439772,maria,1295,2023-06-30,2023-11-17,143,1.0,141.0,291.142091152815,13.891742627345844,,5.336353887399464,5.886890080428954,2.6684986595174265,1.4404825737265414,,1.9346380697050936,1.8572654155495976,77.86595174262735,,2.0,1.0,3.0,1,4,5,5210.64,377,,0.5305039787798408,0.2652519893899204,0.7957559681697612,0.2652519893899204,1.0610079575596816,1.326259946949602,,2008.82,2197.83,1003.99,31865.18567639257
1300,laufenberg,right,1300_20231117_130153.bag,videos_1,20231117,13:02:18,2673278482,maria,1300,2023-07-21,2023-11-17,120,0.0,119.0,290.76146788990826,15.431376146788992,3.909021406727829,4.2553822629969416,4.388440366972477,2.878532110091743,1.3831192660550458,1.5056880733944955,1.808990825688073,2.066422018348624,94.74311926605505,0.0,0.0,0.0,6.0,0,6,6,5233.77,341,0.0,0.0,0.0,1.7595307917888563,0.0,1.7595307917888563,1.7595307917888563,1307.34,1453.65,1493.83,978.95,29920.803519061585
1315,laufenberg,right,1315_20231117_115302.bag,videos_1,20231117,11:53:22,2169905035,maria,1315,2023-10-05,2023-11-17,45,0.0,43.0,262.02608695652174,14.032347826086957,3.016695652173913,3.7160869565217394,4.067130434782609,3.232434782608696,1.720695652173913,1.7019130434782608,1.613217391304348,1.6017391304347826,96.40869565217392,0.0,0.0,0.0,0.0,0,0,0,1613.72,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.92,427.35,467.72,371.73,32476.70434782609
1320,laufenberg,right,1320_20231117_132737.bag,videos_1,20231117,13:27:56,2100876705,maria,1320,2022-10-14,2023-12-06,427,15.0,433.0,340.353811149033,15.746723549488056,3.5638794084186576,4.371865756541524,4.471683731513084,3.339294653014789,1.256245733788396,1.270716723549488,1.4408646188850966,1.5084641638225256,99.57792946530148,6.0,10.0,4.0,15.0,8,24,26,14138.81,914,0.6564551422319475,1.0940919037199124,0.437636761487965,1.6411378555798686,0.87527352297593,2.62582056892779,2.844638949671773,3177.74,3926.16,4020.94,3013.97,39129.969365426696
1325,laufenberg,right,1325_20231117_113835.bag,videos_1,20231117,11:39:10,3976722262,maria,1325,2023-08-25,2023-11-17,86,1.0,85.0,256.5681818181818,13.168090909090909,0.778,5.510681818181817,2.3525454545454543,5.251818181818182,2.452636363636364,1.54,1.7915454545454546,2.231181818181818,80.79545454545455,0.0,0.0,0.0,0.0,0,0,0,2950.6,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67,1241.01,521.82,1176.1,32149.777777777777
1329,laufenberg,right,1329_20231117_132115.bag,videos_1,20231117,13:21:44,3289467287,maria,1329,2022-11-27,2024-01-24,436,0.0,423.0,273.3,13.398733333333334,3.4350571428571426,3.513419047619048,3.395238095238095,3.0550190476190475,1.262,1.4636571428571428,1.4609142857142858,1.7336571428571428,95.61428571428571,1.0,0.0,0.0,0.0,1,0,0,14233.49,1067,0.0937207122774133,0.0,0.0,0.0,0.0937207122774133,0.0,0.0,3630.74,3736.02,3610.53,3256.2,33890.96532333646
1335,laufenberg,right,1335_20231117_121441.bag,videos_1,20231117,12:15:02,2274830396,maria,1335,2023-10-04,2024-08-20,325,0.0,321.0,235.14728682170545,18.23018087855297,3.9577906976744175,5.074276485788113,5.358010335917313,3.8401033591731264,1.987674418604651,2.0808527131782943,2.108527131782946,2.523333333333333,96.24806201550388,3.0,3.0,2.0,4.0,3,6,6,14276.17,785,0.3821656050955414,0.3821656050955414,0.2547770700636942,0.5095541401273885,0.3821656050955414,0.7643312101910829,0.7643312101910829,3087.56,3981.48,4192.39,3014.74,35013.18853503185
1354,laufenberg,right,1354_20231117_125009.bag,videos_1,20231117,12:50:36,3074085101,maria,1354,2023-02-23,2023-11-17,270,0.0,267.0,268.9023709902371,13.316973500697353,4.152370990237099,0.0075,,4.504504881450488,2.0543096234309624,1.959414225941423,,0.105,80.30264993026499,15.0,0.0,3.0,,17,23,24,9678.96,732,2.0491803278688523,0.0,0.4098360655737705,,2.3224043715847,3.1420765027322406,3.278688524590164,3002.72,0.03,,3290.8,31188.77732240437
1359,laufenberg,right,1359_20231117_124049.bag,videos_1,20231117,12:41:10,2313493159,maria,1359,2023-02-02,2024-01-24,361,0.0,356.0,331.66596417281346,14.929483667017914,3.763034773445732,3.121380400421496,4.455690200210748,3.589378292939937,1.574035827186512,1.5639831401475237,1.3524973656480506,1.433108535300316,102.18018967334037,6.0,5.0,0.0,2.0,6,7,7,14262.53,960,0.625,0.5208333333333333,0.0,0.2083333333333333,0.625,0.7291666666666666,0.7291666666666666,3588.04,2986.29,4259.42,3428.78,31620.679166666665
1360,laufenberg,right,1360_20231117_150535.bag,videos_1,20231117,15:06:16,4731782740,maria,1360,2023-02-10,2023-11-17,284,0.0,281.0,369.07902298850576,14.35875,3.772931034482759,3.489985632183908,3.380761494252874,3.71507183908046,1.2525862068965516,1.186034482758621,1.2818103448275862,1.4891379310344828,112.30028735632185,1.0,7.0,3.0,4.0,3,9,11,10341.49,727,0.1375515818431912,0.9628610729023384,0.4126547455295735,0.5502063273727648,0.4126547455295735,1.237964236588721,1.5130674002751032,2708.14,2518.35,2426.31,2688.69,32823.55295735901
1360,laufenberg,right,1360_20231117_151517.bag,videos_1,20231117,15:15:40,2583492344,maria,1360,2023-02-10,2023-11-17,284,0.0,281.0,369.07902298850576,14.35875,3.772931034482759,3.489985632183908,3.380761494252874,3.71507183908046,1.2525862068965516,1.186034482758621,1.2818103448275862,1.4891379310344828,112.30028735632185,1.0,7.0,3.0,4.0,3,9,11,10341.49,727,0.1375515818431912,0.9628610729023384,0.4126547455295735,0.5502063273727648,0.4126547455295735,1.237964236588721,1.5130674002751032,2708.14,2518.35,2426.31,2688.69,32823.55295735901
1376,laufenberg,right,1376_20231117_123958.bag,videos_1,20231117,12:40:18,2186674284,maria,1376,2023-02-13,2024-01-03,326,0.0,324.0,233.98949579831933,12.239012605042015,2.969453781512605,3.227153361344538,3.173855042016807,2.8685504201680674,1.8915756302521007,1.7629411764705882,1.4574579831932772,1.582563025210084,104.58193277310924,5.0,4.0,0.0,1.0,5,5,5,11837.71,974,0.5133470225872689,0.4106776180698152,0.0,0.1026694045174538,0.5133470225872689,0.5133470225872689,0.5133470225872689,2872.53,3118.43,3061.11,2785.64,28374.33572895277
1380,laufenberg,right,1380_20231117_130025.bag,videos_1,20231117,13:01:12,5469666155,maria,1380,2023-01-20,2023-11-17,307,0.0,301.0,190.8385093167702,12.27888198757764,2.921826086956522,3.55632298136646,3.129018633540373,2.6717142857142857,2.0215900621118013,1.9162732919254657,1.7483478260869567,1.9396024844720496,99.77018633540372,4.0,2.0,0.0,4.0,4,5,5,10013.24,818,0.4889975550122249,0.2444987775061124,0.0,0.4889975550122249,0.4889975550122249,0.6112469437652812,0.6112469437652812,2367.35,2905.37,2556.16,2184.36,31559.94376528117
1389,laufenberg,right,1389_20231117_152844.bag,videos_1,20231117,15:29:02,1930591495,maria,1389,2023-01-09,2023-11-17,316,0.0,312.0,446.733449477352,16.817491289198607,6.431533101045296,0.9261672473867596,3.330731707317073,6.129059233449477,1.4470034843205577,1.5693031358885017,1.089721254355401,0.849616724738676,95.25261324041811,0.0,1.0,0.0,0.0,0,1,1,9876.77,593,0.0,0.1686340640809443,0.0,0.0,0.0,0.1686340640809443,0.1686340640809443,3760.0,547.03,1959.95,3609.79,44967.26981450253
1396,laufenberg,right,1396_20231117_122138.bag,videos_1,20231117,12:22:06,3238838847,maria,1396,2023-04-08,2024-01-24,293,0.0,291.0,290.12762973352034,13.788793828892006,,4.739032258064516,4.776998597475456,4.272117812061711,2.033267882187938,,1.7277980364656382,1.947433380084152,82.83169705469845,,20.0,9.0,34.0,11,46,51,9957.46,732,,2.73224043715847,1.2295081967213115,4.644808743169399,1.5027322404371584,6.284153005464481,6.967213114754098,,3432.57,3431.05,3093.38,33941.70491803279
1397,laufenberg,right,1397_20231117_114638.bag,videos_1,20231117,11:47:12,3825157020,maria,1397,2023-03-13,2024-02-17,343,0.0,341.0,202.5275229357798,13.028807339449545,2.7485091743119265,3.795928899082569,3.4825229357798166,3.0018463302752294,2.193096330275229,2.1785779816513764,1.9427064220183483,2.045504587155963,96.5091743119266,3.0,31.0,1.0,7.0,4,36,36,11578.8,894,0.3355704697986577,3.467561521252797,0.1118568232662192,0.7829977628635347,0.4474272930648769,4.026845637583892,4.026845637583892,2450.13,3348.62,3095.98,2684.07,32634.27516778524
1399,laufenberg,right,1399_20231117_142847.bag,videos_1,20231117,14:29:08,2508932550,maria,1399,2023-03-08,2024-03-21,387,0.0,379.0,387.525783619818,13.747239635995957,2.990920121334681,4.3440343781597575,3.1613549039433773,3.25093023255814,1.3499089989888775,1.3121739130434782,1.071627906976744,1.2334883720930234,98.66228513650152,12.0,13.0,2.0,4.0,14,15,17,13806.28,1009,1.189296333002973,1.288404360753221,0.1982160555004955,0.396432111000991,1.3875123885034688,1.4866204162537164,1.684836471754212,3015.35,4361.83,3173.12,3255.98,31977.19920713577
1401,laufenberg,right,1401_20231117_141034.bag,videos_1,20231117,14:11:02,3094027896,maria,1401,2023-03-11,2024-01-03,300,0.0,298.0,194.41002949852503,12.213377581120945,3.3439970501474927,2.260103244837758,3.4677433628318584,3.141533923303835,2.4290265486725664,2.4557522123893807,2.0886725663716814,1.6721238938053098,103.99705014749264,8.0,39.0,0.0,5.0,8,42,42,8839.96,735,1.0884353741496595,5.306122448979592,0.0,0.6802721088435374,1.0884353741496595,5.714285714285714,5.714285714285714,2442.77,1556.25,2537.67,2303.27,34738.23401360544
1404,laufenberg,right,1404_20231117_130822.bag,videos_1,20231117,13:08:42,2224522034,maria,1404,2023-03-06,2024-02-17,350,0.0,348.0,152.6432119205298,9.993245033112585,2.021100993377483,3.0917963576158938,2.7827069536423843,2.0976407284768213,2.31591059602649,2.151109271523179,2.3993543046357617,2.308708609271523,99.22764900662251,0.0,2.0,1.0,15.0,1,17,18,12269.23,1238,0.0,0.1615508885298869,0.0807754442649434,1.2116316639741518,0.0807754442649434,1.3731825525040386,1.4539579967689822,2478.29,3804.16,3402.74,2584.04,24048.16235864297
1409,laufenberg,right,1409_20231117_164140.bag,videos_1,20231117,16:41:58,1922614377,maria,1409,2023-05-21,2024-05-28,378,0.0,373.0,251.67804024496937,12.142099737532808,2.6103324584426946,3.50748031496063,3.3391076115485565,2.685179352580928,1.203989501312336,1.338740157480315,1.6173753280839895,1.5128608923884517,96.24846894138231,2.0,6.0,0.0,8.0,2,13,13,14152.06,1177,0.1699235344095157,0.5097706032285472,0.0,0.6796941376380629,0.1699235344095157,1.104502973661852,1.104502973661852,3045.95,4088.77,3872.76,3144.58,27038.12914188615
1410,laufenberg,right,1410_20231117_140610.bag,videos_1,20231117,14:06:42,3662848928,maria,1410,2023-03-10,2024-02-17,346,0.0,344.0,385.8688725490196,12.660453431372549,3.47718137254902,,0.02,4.124595588235295,1.1263970588235297,1.0426470588235293,0.12,,84.42524509803921,5.0,,4.0,1.0,7,3,5,10518.82,839,0.5959475566150179,,0.4767580452920142,0.1191895113230035,0.834326579261025,0.3575685339690107,0.5959475566150179,2860.67,,0.24,3445.79,34932.441001191895
1412,laufenberg,right,1412_20231117_131754.bag,videos_1,20231117,13:18:24,3499318009,maria,1412,2023-05-01,2024-02-17,301,0.0,292.0,501.4492350486787,14.058317107093185,4.8478859527121,0.4899860917941586,4.133643949930459,4.586801112656467,1.4375799721835882,1.3076495132127957,0.9697635605006952,0.8185535465924895,95.7134909596662,20.0,1.0,12.0,15.0,30,16,28,10289.13,737,2.71370420624152,0.1356852103120759,1.6282225237449115,2.03527815468114,4.07055630936228,2.170963364993216,3.799185888738128,3536.91,360.95,3016.6,3374.67,33654.71370420624
1414,laufenberg,right,1414_20231117_120922.bag,videos_1,20231117,12:09:38,1751106340,maria,1414,2023-02-23,2023-12-06,294,0.0,286.0,294.16527777777776,13.63738888888889,2.8989583333333333,3.538694444444445,4.005013888888889,3.194722222222222,1.9546666666666663,1.7115833333333332,1.6455,1.3453333333333333,97.08472222222224,5.0,7.0,1.0,8.0,6,14,15,10015.76,739,0.6765899864682002,0.9472259810554804,0.13531799729364,1.0825439783491204,0.8119079837618403,1.8944519621109608,2.029769959404601,2119.17,2602.02,2952.55,2342.02,33013.68200270636
1417,laufenberg,right,1417_20231117_165013.bag,videos_1,20231117,16:50:36,2516909668,maria,1417,2023-04-09,2024-01-24,296,0.0,290.0,317.9960106382979,13.894760638297871,4.410372340425532,,0.01,4.806808510638297,1.8051063829787235,1.7467021276595744,0.12,,75.03590425531915,4.0,,1.0,1.0,5,13,13,10577.04,765,0.522875816993464,,0.130718954248366,0.130718954248366,0.6535947712418301,1.699346405228758,1.699346405228758,3344.96,,0.01,3674.9,32322.56862745098
1419,laufenberg,right,1419_20231117_132922.bag,videos_1,20231117,13:30:06,5013747602,maria,1419,2023-03-28,2023-12-06,259,1.0,254.0,318.65302491103205,16.504697508896797,3.7186654804270463,4.483523131672597,4.094270462633452,4.208238434163701,1.7233451957295374,1.7155516014234875,1.3564056939501778,1.5044839857651244,98.0373665480427,0.0,4.0,2.0,6.0,2,7,8,9413.7,574,0.0,0.6968641114982579,0.3484320557491289,1.0452961672473868,0.3484320557491289,1.2195121951219512,1.3937282229965158,2125.99,2553.2,2325.31,2409.2,37689.385017421606
1422,laufenberg,right,1422_20231117_144116.bag,videos_1,20231117,14:41:40,2683206319,maria,1422,2023-03-11,2024-01-24,324,0.0,319.0,246.24399494311,12.65691529709229,0.5113527180783818,4.512553729456384,4.291934260429835,3.3410745891276865,2.252692793931732,1.2199494310998735,1.9296333754740835,1.8686978508217449,96.15802781289509,0.0,1.0,1.0,1.0,1,1,2,10023.83,794,0.0,0.1259445843828715,0.1259445843828715,0.1259445843828715,0.1259445843828715,0.1259445843828715,0.2518891687657431,405.04,3571.99,3399.81,2646.99,34384.81234256927
1423,laufenberg,right,1423_20231117_135006.bag,videos_1,20231117,13:51:04,6751536499,maria,1423,2023-05-06,2024-04-09,342,0.0,339.0,216.5812865497076,13.19509941520468,3.2522807017543856,3.140362573099416,3.607005847953216,3.195450292397661,1.815298245614035,1.983017543859649,1.8698245614035087,1.6772631578947368,104.68187134502924,18.0,16.0,10.0,23.0,24,34,40,11464.08,877,2.0524515393386547,1.8244013683010265,1.1402508551881414,2.622576966932725,2.7366020524515395,3.8768529076396807,4.561003420752566,2819.05,2720.35,3134.83,2789.85,33085.683010262255
1424,laufenberg,right,1424_20231117_143759.bag,videos_1,20231117,14:38:24,2719918363,maria,1424,2023-05-22,2024-02-17,274,0.0,271.0,255.96456692913387,10.304212598425195,2.783490813648294,2.14001312335958,2.2982152230971127,3.0824934383202103,1.3564566929133857,1.502992125984252,1.361732283464567,1.1643307086614174,102.46062992125984,2.0,7.0,5.0,17.0,7,22,25,7981.95,781,0.2560819462227913,0.8962868117797695,0.6402048655569782,2.176696542893726,0.8962868117797695,2.8169014084507045,3.201024327784891,2156.29,1658.72,1775.45,2391.49,29641.270166453265
